"","subject","block","trial","condition","change","responses","time","prev_condition","prev_change","color","answer_change","answer_correct","signal_detection","age"
"1",101,1,1,4,1,202,977,0,0,6,1,1,3,"young"
"2",101,1,2,4,0,201,1012,4,1,6,0,1,1,"young"
"3",101,1,3,6,0,212,1295,4,0,4,1,0,0,"young"
"4",101,1,4,2,0,201,1759,6,0,2,0,1,1,"young"
"5",101,1,5,2,0,201,756,2,0,5,0,1,1,"young"
"6",101,1,6,4,1,202,1377,2,0,6,1,1,3,"young"
"7",101,1,7,8,1,211,2621,4,1,5,0,0,2,"young"
"8",101,1,8,2,1,202,1167,8,1,5,1,1,3,"young"
"9",101,1,9,8,0,212,1428,2,1,1,1,0,0,"young"
"10",101,1,10,4,1,202,879,8,0,4,1,1,3,"young"
"11",101,1,11,6,0,201,1950,4,1,5,0,1,1,"young"
"12",101,1,12,8,1,202,1244,6,0,8,1,1,3,"young"
"13",101,1,13,6,0,201,3700,8,1,5,0,1,1,"young"
"14",101,1,14,8,0,212,1020,6,0,4,1,0,0,"young"
"15",101,1,15,4,0,212,2679,8,0,1,1,0,0,"young"
"16",101,1,16,4,0,212,1773,4,0,5,1,0,0,"young"
"17",101,1,17,2,1,202,1034,4,0,3,1,1,3,"young"
"18",101,1,18,6,1,202,1779,2,1,4,1,1,3,"young"
"19",101,1,19,8,1,202,1456,6,1,2,1,1,3,"young"
"20",101,1,20,4,0,201,1609,8,1,1,0,1,1,"young"
"21",101,1,21,4,1,202,1821,4,0,4,1,1,3,"young"
"22",101,1,22,4,1,202,2151,4,1,5,1,1,3,"young"
"23",101,1,23,6,1,202,1765,4,1,1,1,1,3,"young"
"24",101,1,24,2,1,202,928,6,1,2,1,1,3,"young"
"25",101,1,25,2,0,201,1510,2,1,1,0,1,1,"young"
"26",101,1,26,4,0,212,1782,2,0,6,1,0,0,"young"
"27",101,1,27,6,1,202,2114,4,0,5,1,1,3,"young"
"28",101,1,28,6,1,202,1801,6,1,6,1,1,3,"young"
"29",101,1,29,8,0,201,2259,6,1,5,0,1,1,"young"
"30",101,1,30,8,0,212,2188,8,0,1,1,0,0,"young"
"31",101,1,31,8,1,211,1440,8,0,1,0,0,2,"young"
"32",101,1,32,8,1,202,1643,8,1,7,1,1,3,"young"
"33",101,1,33,6,1,202,1371,8,1,4,1,1,3,"young"
"34",101,1,34,4,0,201,1800,6,1,4,0,1,1,"young"
"35",101,1,35,2,0,201,859,4,0,4,0,1,1,"young"
"36",101,1,36,2,1,202,1084,2,0,7,1,1,3,"young"
"37",101,1,37,6,0,212,1468,2,1,1,1,0,0,"young"
"38",101,1,38,4,0,201,3876,6,0,2,0,1,1,"young"
"39",101,1,39,8,0,201,1477,4,0,1,0,1,1,"young"
"40",101,1,40,6,0,212,1158,8,0,5,1,0,0,"young"
"41",101,1,41,6,0,201,1738,6,0,5,0,1,1,"young"
"42",101,1,42,4,1,202,937,6,0,7,1,1,3,"young"
"43",101,1,43,2,0,201,1270,4,1,3,0,1,1,"young"
"44",101,1,44,6,1,202,1486,2,0,1,1,1,3,"young"
"45",101,1,45,2,0,201,1159,6,1,2,0,1,1,"young"
"46",101,1,46,6,0,212,1252,2,0,3,1,0,0,"young"
"47",101,1,47,6,1,202,2917,6,0,1,1,1,3,"young"
"48",101,1,48,6,0,201,3666,6,1,5,0,1,1,"young"
"49",101,1,49,2,1,202,803,6,0,5,1,1,3,"young"
"50",101,1,50,2,1,202,910,2,1,3,1,1,3,"young"
"51",101,1,51,4,0,201,1012,2,1,3,0,1,1,"young"
"52",101,1,52,8,1,202,1063,4,0,2,1,1,3,"young"
"53",101,1,53,2,0,201,1070,8,1,4,0,1,1,"young"
"54",101,1,54,8,0,201,4703,2,0,1,0,1,1,"young"
"55",101,1,55,2,1,202,790,8,0,6,1,1,3,"young"
"56",101,1,56,8,1,211,6275,2,1,7,0,0,2,"young"
"57",101,1,57,8,0,212,877,8,1,4,1,0,0,"young"
"58",101,1,58,2,0,201,1500,8,0,2,0,1,1,"young"
"59",101,1,59,8,1,202,1602,2,0,7,1,1,3,"young"
"60",101,1,60,4,1,202,837,8,1,7,1,1,3,"young"
"61",101,1,61,8,0,212,2591,4,1,8,1,0,0,"young"
"62",101,1,62,6,1,211,5906,8,0,7,0,0,2,"young"
"63",101,1,63,4,1,202,1053,6,1,2,1,1,3,"young"
"64",101,1,64,2,1,202,718,4,1,6,1,1,3,"young"
"65",101,1,65,4,1,202,1860,2,1,8,1,1,3,"young"
"66",101,2,1,6,0,201,1990,0,0,7,0,1,1,"young"
"67",101,2,2,4,0,212,1169,6,0,3,1,0,0,"young"
"68",101,2,3,4,1,202,783,4,0,1,1,1,3,"young"
"69",101,2,4,4,0,201,1881,4,1,5,0,1,1,"young"
"70",101,2,5,8,1,202,898,4,0,6,1,1,3,"young"
"71",101,2,6,8,1,202,1617,8,1,5,1,1,3,"young"
"72",101,2,7,4,0,212,971,8,1,3,1,0,0,"young"
"73",101,2,8,6,1,202,815,4,0,6,1,1,3,"young"
"74",101,2,9,2,1,202,890,6,1,7,1,1,3,"young"
"75",101,2,10,6,1,202,1081,2,1,3,1,1,3,"young"
"76",101,2,11,4,1,202,1258,6,1,7,1,1,3,"young"
"77",101,2,12,4,1,202,818,4,1,6,1,1,3,"young"
"78",101,2,13,8,1,202,765,4,1,6,1,1,3,"young"
"79",101,2,14,2,0,201,794,8,1,3,0,1,1,"young"
"80",101,2,15,4,0,201,1212,2,0,5,0,1,1,"young"
"81",101,2,16,2,0,201,1630,4,0,7,0,1,1,"young"
"82",101,2,17,8,1,202,2137,2,0,1,1,1,3,"young"
"83",101,2,18,6,0,201,2078,8,1,1,0,1,1,"young"
"84",101,2,19,8,0,201,720,6,0,7,0,1,1,"young"
"85",101,2,20,6,0,212,2599,8,0,3,1,0,0,"young"
"86",101,2,21,4,1,202,2162,6,0,1,1,1,3,"young"
"87",101,2,22,8,0,212,1824,4,1,6,1,0,0,"young"
"88",101,2,23,8,0,201,3010,8,0,5,0,1,1,"young"
"89",101,2,24,4,1,202,1557,8,0,3,1,1,3,"young"
"90",101,2,25,6,1,202,1745,4,1,8,1,1,3,"young"
"91",101,2,26,6,0,201,2248,6,1,1,0,1,1,"young"
"92",101,2,27,6,1,202,1480,6,0,3,1,1,3,"young"
"93",101,2,28,4,0,201,1826,6,1,5,0,1,1,"young"
"94",101,2,29,2,1,202,1116,4,0,5,1,1,3,"young"
"95",101,2,30,2,1,202,1154,2,1,6,1,1,3,"young"
"96",101,2,31,8,1,202,1847,2,1,6,1,1,3,"young"
"97",101,2,32,4,1,202,1106,8,1,8,1,1,3,"young"
"98",101,2,33,2,0,201,958,4,1,5,0,1,1,"young"
"99",101,2,34,6,1,202,1157,2,0,3,1,1,3,"young"
"100",101,2,35,8,1,202,1776,6,1,5,1,1,3,"young"
"101",101,2,36,6,1,202,908,8,1,1,1,1,3,"young"
"102",101,2,37,6,1,202,892,6,1,4,1,1,3,"young"
"103",101,2,38,8,0,201,1627,6,1,4,0,1,1,"young"
"104",101,2,39,6,1,202,918,8,0,8,1,1,3,"young"
"105",101,2,40,2,0,201,756,6,1,2,0,1,1,"young"
"106",101,2,41,2,0,212,665,2,0,6,1,0,0,"young"
"107",101,2,42,4,1,202,1634,2,0,3,1,1,3,"young"
"108",101,2,43,6,0,201,1387,4,1,6,0,1,1,"young"
"109",101,2,44,2,1,202,1199,6,0,4,1,1,3,"young"
"110",101,2,45,8,0,212,1369,2,1,6,1,0,0,"young"
"111",101,2,46,2,0,201,1029,8,0,7,0,1,1,"young"
"112",101,2,47,2,1,202,840,2,0,1,1,1,3,"young"
"113",101,2,48,2,0,201,1082,2,1,1,0,1,1,"young"
"114",101,2,49,6,0,201,1179,2,0,5,0,1,1,"young"
"115",101,2,50,6,0,212,999,6,0,8,1,0,0,"young"
"116",101,2,51,8,1,202,2146,6,0,6,1,1,3,"young"
"117",101,2,52,8,0,212,2511,8,1,8,1,0,0,"young"
"118",101,2,53,2,1,202,1631,8,0,5,1,1,3,"young"
"119",101,2,54,4,1,202,1343,2,1,3,1,1,3,"young"
"120",101,2,55,2,1,202,1023,4,1,8,1,1,3,"young"
"121",101,2,56,6,0,212,991,2,1,2,1,0,0,"young"
"122",101,2,57,2,0,201,916,6,0,7,0,1,1,"young"
"123",101,2,58,8,0,212,1337,2,0,4,1,0,0,"young"
"124",101,2,59,4,0,201,975,8,0,5,0,1,1,"young"
"125",101,2,60,8,0,201,869,4,0,4,0,1,1,"young"
"126",101,2,61,8,1,202,932,8,0,3,1,1,3,"young"
"127",101,2,62,2,1,202,962,8,1,8,1,1,3,"young"
"128",101,2,63,4,0,201,1545,2,1,6,0,1,1,"young"
"129",101,2,64,4,0,201,1486,4,0,4,0,1,1,"young"
"130",101,2,65,6,0,212,1518,4,0,3,1,0,0,"young"
"131",101,3,1,6,0,201,2096,0,0,8,0,1,1,"young"
"132",101,3,2,8,1,202,952,6,0,3,1,1,3,"young"
"133",101,3,3,8,1,202,1061,8,1,2,1,1,3,"young"
"134",101,3,4,8,0,212,1279,8,1,8,1,0,0,"young"
"135",101,3,5,4,0,201,765,8,0,4,0,1,1,"young"
"136",101,3,6,2,0,201,1123,4,0,3,0,1,1,"young"
"137",101,3,7,4,0,201,560,2,0,1,0,1,1,"young"
"138",101,3,8,4,0,201,981,4,0,2,0,1,1,"young"
"139",101,3,9,8,0,212,945,4,0,6,1,0,0,"young"
"140",101,3,10,2,0,201,830,8,0,5,0,1,1,"young"
"141",101,3,11,2,1,202,969,2,0,5,1,1,3,"young"
"142",101,3,12,6,0,201,2942,2,1,8,0,1,1,"young"
"143",101,3,13,6,1,202,868,6,0,1,1,1,3,"young"
"144",101,3,14,4,0,201,1076,6,1,1,0,1,1,"young"
"145",101,3,15,8,1,202,1029,4,0,2,1,1,3,"young"
"146",101,3,16,2,1,202,744,8,1,3,1,1,3,"young"
"147",101,3,17,4,1,202,892,2,1,4,1,1,3,"young"
"148",101,3,18,8,1,202,900,4,1,1,1,1,3,"young"
"149",101,3,19,4,0,201,978,8,1,1,0,1,1,"young"
"150",101,3,20,6,0,212,1069,4,0,3,1,0,0,"young"
"151",101,3,21,2,0,201,1224,6,0,1,0,1,1,"young"
"152",101,3,22,2,0,201,1081,2,0,4,0,1,1,"young"
"153",101,3,23,4,1,202,1233,2,0,3,1,1,3,"young"
"154",101,3,24,4,1,202,1810,4,1,8,1,1,3,"young"
"155",101,3,25,2,1,202,997,4,1,1,1,1,3,"young"
"156",101,3,26,4,0,201,2273,2,1,8,0,1,1,"young"
"157",101,3,27,4,1,202,874,4,0,1,1,1,3,"young"
"158",101,3,28,8,0,212,4026,4,1,6,1,0,0,"young"
"159",101,3,29,6,1,202,1535,8,0,2,1,1,3,"young"
"160",101,3,30,2,0,201,763,6,1,2,0,1,1,"young"
"161",101,3,31,6,0,201,1406,2,0,2,0,1,1,"young"
"162",101,3,32,8,0,201,723,6,0,2,0,1,1,"young"
"163",101,3,33,2,1,202,887,8,0,7,1,1,3,"young"
"164",101,3,34,2,1,202,777,2,1,1,1,1,3,"young"
"165",101,3,35,6,1,202,1082,2,1,3,1,1,3,"young"
"166",101,3,36,6,1,211,916,6,1,2,0,0,2,"young"
"167",101,3,37,8,0,201,2667,6,1,6,0,1,1,"young"
"168",101,3,38,4,1,202,714,8,0,1,1,1,3,"young"
"169",101,3,39,6,1,202,994,4,1,7,1,1,3,"young"
"170",101,3,40,2,1,202,869,6,1,1,1,1,3,"young"
"171",101,3,41,2,0,201,854,2,1,3,0,1,1,"young"
"172",101,3,42,8,0,212,1342,2,0,3,1,0,0,"young"
"173",101,3,43,6,0,201,1076,8,0,6,0,1,1,"young"
"174",101,3,44,4,1,202,901,6,0,4,1,1,3,"young"
"175",101,3,45,4,0,201,1131,4,1,3,0,1,1,"young"
"176",101,3,46,2,1,202,801,4,0,5,1,1,3,"young"
"177",101,3,47,8,0,212,1460,2,1,5,1,0,0,"young"
"178",101,3,48,8,0,201,796,8,0,7,0,1,1,"young"
"179",101,3,49,8,1,202,1784,8,0,6,1,1,3,"young"
"180",101,3,50,2,0,201,858,8,1,3,0,1,1,"young"
"181",101,3,51,6,1,202,996,2,0,7,1,1,3,"young"
"182",101,3,52,8,1,202,807,6,1,4,1,1,3,"young"
"183",101,3,53,6,1,202,1994,8,1,2,1,1,3,"young"
"184",101,3,54,4,1,202,894,6,1,2,1,1,3,"young"
"185",101,3,55,2,0,201,614,4,1,1,0,1,1,"young"
"186",101,3,56,8,1,202,1822,2,0,3,1,1,3,"young"
"187",101,3,57,6,0,201,2001,8,1,7,0,1,1,"young"
"188",101,3,58,4,0,201,1159,6,0,6,0,1,1,"young"
"189",101,3,59,6,1,202,850,4,0,5,1,1,3,"young"
"190",101,3,60,6,0,201,1610,6,1,6,0,1,1,"young"
"191",101,3,61,2,1,202,758,6,0,6,1,1,3,"young"
"192",101,3,62,8,1,202,1225,2,1,5,1,1,3,"young"
"193",101,3,63,4,1,202,1252,8,1,2,1,1,3,"young"
"194",101,3,64,6,0,201,2733,4,1,6,0,1,1,"young"
"195",101,3,65,6,0,201,2693,6,0,7,0,1,1,"young"
"196",101,4,1,8,0,212,1156,0,0,2,1,0,0,"young"
"197",101,4,2,2,0,201,768,8,0,4,0,1,1,"young"
"198",101,4,3,2,1,202,762,2,0,8,1,1,3,"young"
"199",101,4,4,4,0,201,809,2,1,2,0,1,1,"young"
"200",101,4,5,4,1,202,740,4,0,3,1,1,3,"young"
"201",101,4,6,4,0,201,863,4,1,6,0,1,1,"young"
"202",101,4,7,2,1,202,954,4,0,1,1,1,3,"young"
"203",101,4,8,6,1,202,1087,2,1,1,1,1,3,"young"
"204",101,4,9,2,1,202,1725,6,1,5,1,1,3,"young"
"205",101,4,10,4,1,202,1493,2,1,8,1,1,3,"young"
"206",101,4,11,6,0,201,733,4,1,5,0,1,1,"young"
"207",101,4,12,4,1,202,1082,6,0,7,1,1,3,"young"
"208",101,4,13,4,1,202,833,4,1,4,1,1,3,"young"
"209",101,4,14,8,1,202,900,4,1,1,1,1,3,"young"
"210",101,4,15,6,0,212,2145,8,1,1,1,0,0,"young"
"211",101,4,16,2,0,201,816,6,0,1,0,1,1,"young"
"212",101,4,17,4,1,202,899,2,0,2,1,1,3,"young"
"213",101,4,18,6,1,202,1079,4,1,6,1,1,3,"young"
"214",101,4,19,4,1,202,793,6,1,6,1,1,3,"young"
"215",101,4,20,2,0,201,606,4,1,5,0,1,1,"young"
"216",101,4,21,2,0,201,1222,2,0,4,0,1,1,"young"
"217",101,4,22,4,0,201,826,2,0,4,0,1,1,"young"
"218",101,4,23,6,0,212,802,4,0,8,1,0,0,"young"
"219",101,4,24,8,0,212,925,6,0,3,1,0,0,"young"
"220",101,4,25,6,1,202,773,8,0,2,1,1,3,"young"
"221",101,4,26,4,0,201,1000,6,1,2,0,1,1,"young"
"222",101,4,27,8,1,202,923,4,0,4,1,1,3,"young"
"223",101,4,28,2,1,202,722,8,1,7,1,1,3,"young"
"224",101,4,29,8,1,202,1655,2,1,3,1,1,3,"young"
"225",101,4,30,6,1,202,1176,8,1,6,1,1,3,"young"
"226",101,4,31,6,1,202,1261,6,1,2,1,1,3,"young"
"227",101,4,32,6,0,201,1294,6,1,6,0,1,1,"young"
"228",101,4,33,6,0,212,861,6,0,5,1,0,0,"young"
"229",101,4,34,2,1,202,757,6,0,6,1,1,3,"young"
"230",101,4,35,8,0,201,1418,2,1,4,0,1,1,"young"
"231",101,4,36,6,0,201,1283,8,0,4,0,1,1,"young"
"232",101,4,37,8,1,202,813,6,0,8,1,1,3,"young"
"233",101,4,38,8,0,201,1093,8,1,4,0,1,1,"young"
"234",101,4,39,2,1,202,798,8,0,4,1,1,3,"young"
"235",101,4,40,6,0,212,1435,2,1,5,1,0,0,"young"
"236",101,4,41,6,1,202,803,6,0,6,1,1,3,"young"
"237",101,4,42,8,0,201,1904,6,1,6,0,1,1,"young"
"238",101,4,43,4,1,202,988,8,0,6,1,1,3,"young"
"239",101,4,44,8,0,212,2273,4,1,7,1,0,0,"young"
"240",101,4,45,4,0,201,714,8,0,3,0,1,1,"young"
"241",101,4,46,6,1,202,985,4,0,7,1,1,3,"young"
"242",101,4,47,2,0,201,885,6,1,3,0,1,1,"young"
"243",101,4,48,6,0,201,966,2,0,8,0,1,1,"young"
"244",101,4,49,4,0,201,1193,6,0,1,0,1,1,"young"
"245",101,4,50,8,0,201,3811,4,0,7,0,1,1,"young"
"246",101,4,51,8,0,212,1129,8,0,1,1,0,0,"young"
"247",101,4,52,8,1,202,1087,8,0,5,1,1,3,"young"
"248",101,4,53,2,0,201,734,8,1,1,0,1,1,"young"
"249",101,4,54,6,1,202,1733,2,0,4,1,1,3,"young"
"250",101,4,55,8,1,202,1579,6,1,4,1,1,3,"young"
"251",101,4,56,8,1,202,1857,8,1,5,1,1,3,"young"
"252",101,4,57,4,0,201,847,8,1,2,0,1,1,"young"
"253",101,4,58,4,0,201,1794,4,0,2,0,1,1,"young"
"254",101,4,59,2,0,201,846,4,0,5,0,1,1,"young"
"255",101,4,60,8,1,202,1855,2,0,2,1,1,3,"young"
"256",101,4,61,4,1,202,1169,8,1,6,1,1,3,"young"
"257",101,4,62,2,1,202,830,4,1,2,1,1,3,"young"
"258",101,4,63,2,1,202,760,2,1,6,1,1,3,"young"
"259",101,4,64,2,0,201,741,2,1,8,0,1,1,"young"
"260",101,4,65,8,0,212,1155,2,0,1,1,0,0,"young"
"261",102,1,1,2,1,202,1701,0,0,2,1,1,3,"young"
"262",102,1,2,2,0,201,684,2,1,4,0,1,1,"young"
"263",102,1,3,6,0,212,2627,2,0,3,1,0,0,"young"
"264",102,1,4,2,1,202,949,6,0,7,1,1,3,"young"
"265",102,1,5,4,0,201,2073,2,1,3,0,1,1,"young"
"266",102,1,6,8,0,212,1354,4,0,1,1,0,0,"young"
"267",102,1,7,2,1,202,910,8,0,2,1,1,3,"young"
"268",102,1,8,8,0,201,2181,2,1,3,0,1,1,"young"
"269",102,1,9,4,1,211,1385,8,0,6,0,0,2,"young"
"270",102,1,10,4,0,212,1036,4,1,7,1,0,0,"young"
"271",102,1,11,8,1,211,1158,4,0,7,0,0,2,"young"
"272",102,1,12,4,0,201,986,8,1,2,0,1,1,"young"
"273",102,1,13,2,1,202,981,4,0,1,1,1,3,"young"
"274",102,1,14,6,0,201,1217,2,1,6,0,1,1,"young"
"275",102,1,15,8,0,212,1722,6,0,4,1,0,0,"young"
"276",102,1,16,4,0,201,2025,8,0,5,0,1,1,"young"
"277",102,1,17,2,0,201,1548,4,0,2,0,1,1,"young"
"278",102,1,18,4,0,201,1073,2,0,7,0,1,1,"young"
"279",102,1,19,6,1,202,1145,4,0,6,1,1,3,"young"
"280",102,1,20,8,0,212,1261,6,1,7,1,0,0,"young"
"281",102,1,21,2,0,201,782,8,0,7,0,1,1,"young"
"282",102,1,22,4,1,202,793,2,0,4,1,1,3,"young"
"283",102,1,23,2,1,202,917,4,1,2,1,1,3,"young"
"284",102,1,24,4,1,202,882,2,1,2,1,1,3,"young"
"285",102,1,25,4,1,202,1049,4,1,1,1,1,3,"young"
"286",102,1,26,8,0,201,786,4,1,4,0,1,1,"young"
"287",102,1,27,6,0,201,757,8,0,1,0,1,1,"young"
"288",102,1,28,8,1,202,1121,6,0,8,1,1,3,"young"
"289",102,1,29,6,1,202,1679,8,1,4,1,1,3,"young"
"290",102,1,30,6,0,201,2319,6,1,8,0,1,1,"young"
"291",102,1,31,2,0,201,686,6,0,8,0,1,1,"young"
"292",102,1,32,6,1,202,957,2,0,4,1,1,3,"young"
"293",102,1,33,2,1,202,1593,6,1,5,1,1,3,"young"
"294",102,1,34,6,1,202,885,2,1,3,1,1,3,"young"
"295",102,1,35,2,0,201,733,6,1,5,0,1,1,"young"
"296",102,1,36,8,0,212,1017,2,0,1,1,0,0,"young"
"297",102,1,37,8,1,202,1291,8,0,2,1,1,3,"young"
"298",102,1,38,2,1,202,859,8,1,2,1,1,3,"young"
"299",102,1,39,8,1,202,988,2,1,7,1,1,3,"young"
"300",102,1,40,6,0,212,1735,8,1,4,1,0,0,"young"
"301",102,1,41,6,0,212,965,6,0,5,1,0,0,"young"
"302",102,1,42,4,0,201,754,6,0,5,0,1,1,"young"
"303",102,1,43,6,0,212,1557,4,0,2,1,0,0,"young"
"304",102,1,44,6,1,202,898,6,0,2,1,1,3,"young"
"305",102,1,45,6,1,211,1073,6,1,5,0,0,2,"young"
"306",102,1,46,4,0,201,1193,6,1,4,0,1,1,"young"
"307",102,1,47,4,0,212,1348,4,0,3,1,0,0,"young"
"308",102,1,48,4,1,202,1145,4,0,8,1,1,3,"young"
"309",102,1,49,6,0,201,1062,4,1,2,0,1,1,"young"
"310",102,1,50,4,1,202,1223,6,0,4,1,1,3,"young"
"311",102,1,51,2,0,201,746,4,1,4,0,1,1,"young"
"312",102,1,52,8,1,202,807,2,0,5,1,1,3,"young"
"313",102,1,53,8,1,202,5713,8,1,4,1,1,3,"young"
"314",102,1,54,8,0,201,832,8,1,1,0,1,1,"young"
"315",102,1,55,8,0,201,1065,8,0,6,0,1,1,"young"
"316",102,1,56,6,1,202,834,8,0,7,1,1,3,"young"
"317",102,1,57,4,1,202,836,6,1,4,1,1,3,"young"
"318",102,1,58,8,1,202,908,4,1,3,1,1,3,"young"
"319",102,1,59,4,1,202,899,8,1,5,1,1,3,"young"
"320",102,1,60,6,1,202,1713,4,1,4,1,1,3,"young"
"321",102,1,61,8,1,202,752,6,1,6,1,1,3,"young"
"322",102,1,62,2,0,201,812,8,1,3,0,1,1,"young"
"323",102,1,63,2,0,201,1030,2,0,7,0,1,1,"young"
"324",102,1,64,2,1,202,1360,2,0,1,1,1,3,"young"
"325",102,1,65,2,1,202,957,2,1,1,1,1,3,"young"
"326",102,2,1,4,0,201,3231,0,0,8,0,1,1,"young"
"327",102,2,2,4,1,202,841,4,0,5,1,1,3,"young"
"328",102,2,3,4,0,201,1347,4,1,2,0,1,1,"young"
"329",102,2,4,2,1,211,5112,4,0,8,0,0,2,"young"
"330",102,2,5,2,1,202,1864,2,1,3,1,1,3,"young"
"331",102,2,6,4,1,202,1057,2,1,8,1,1,3,"young"
"332",102,2,7,8,1,202,1193,4,1,4,1,1,3,"young"
"333",102,2,8,6,0,212,2676,8,1,2,1,0,0,"young"
"334",102,2,9,2,0,201,1029,6,0,6,0,1,1,"young"
"335",102,2,10,2,0,212,911,2,0,3,1,0,0,"young"
"336",102,2,11,4,0,201,1661,2,0,8,0,1,1,"young"
"337",102,2,12,4,0,201,1133,4,0,4,0,1,1,"young"
"338",102,2,13,2,0,201,1075,4,0,6,0,1,1,"young"
"339",102,2,14,8,1,211,1914,2,0,3,0,0,2,"young"
"340",102,2,15,4,0,201,1050,8,1,6,0,1,1,"young"
"341",102,2,16,8,1,211,4377,4,0,3,0,0,2,"young"
"342",102,2,17,2,0,201,838,8,1,2,0,1,1,"young"
"343",102,2,18,8,0,212,1056,2,0,7,1,0,0,"young"
"344",102,2,19,8,0,212,2416,8,0,8,1,0,0,"young"
"345",102,2,20,4,0,201,890,8,0,1,0,1,1,"young"
"346",102,2,21,8,0,201,1409,4,0,2,0,1,1,"young"
"347",102,2,22,6,1,202,1156,8,0,8,1,1,3,"young"
"348",102,2,23,2,0,201,745,6,1,5,0,1,1,"young"
"349",102,2,24,6,0,212,1150,2,0,8,1,0,0,"young"
"350",102,2,25,6,0,201,874,6,0,7,0,1,1,"young"
"351",102,2,26,6,1,202,1122,6,0,1,1,1,3,"young"
"352",102,2,27,6,0,212,2440,6,1,4,1,0,0,"young"
"353",102,2,28,4,1,202,858,6,0,8,1,1,3,"young"
"354",102,2,29,2,0,201,746,4,1,7,0,1,1,"young"
"355",102,2,30,4,1,202,815,2,0,4,1,1,3,"young"
"356",102,2,31,6,0,201,849,4,1,5,0,1,1,"young"
"357",102,2,32,2,1,202,778,6,0,3,1,1,3,"young"
"358",102,2,33,2,0,201,813,2,1,1,0,1,1,"young"
"359",102,2,34,6,1,202,1496,2,0,1,1,1,3,"young"
"360",102,2,35,4,0,212,1375,6,1,7,1,0,0,"young"
"361",102,2,36,6,0,212,1851,4,0,2,1,0,0,"young"
"362",102,2,37,4,0,201,788,6,0,4,0,1,1,"young"
"363",102,2,38,6,1,211,1974,4,0,1,0,0,2,"young"
"364",102,2,39,4,1,211,1163,6,1,4,0,0,2,"young"
"365",102,2,40,4,1,202,1015,4,1,1,1,1,3,"young"
"366",102,2,41,6,1,202,1298,4,1,8,1,1,3,"young"
"367",102,2,42,8,0,212,897,6,1,3,1,0,0,"young"
"368",102,2,43,8,1,202,1041,8,0,6,1,1,3,"young"
"369",102,2,44,4,1,202,970,8,1,5,1,1,3,"young"
"370",102,2,45,2,1,202,974,4,1,1,1,1,3,"young"
"371",102,2,46,8,1,202,1450,2,1,5,1,1,3,"young"
"372",102,2,47,8,0,201,1010,8,1,4,0,1,1,"young"
"373",102,2,48,4,1,202,868,8,0,5,1,1,3,"young"
"374",102,2,49,8,0,201,980,4,1,4,0,1,1,"young"
"375",102,2,50,2,0,201,808,8,0,8,0,1,1,"young"
"376",102,2,51,2,1,202,939,2,0,1,1,1,3,"young"
"377",102,2,52,8,0,201,1112,2,1,3,0,1,1,"young"
"378",102,2,53,6,0,212,1382,8,0,4,1,0,0,"young"
"379",102,2,54,8,0,212,1138,6,0,7,1,0,0,"young"
"380",102,2,55,2,1,202,895,8,0,8,1,1,3,"young"
"381",102,2,56,6,0,212,1782,2,1,7,1,0,0,"young"
"382",102,2,57,8,1,211,3057,6,0,2,0,0,2,"young"
"383",102,2,58,2,1,202,1298,8,1,8,1,1,3,"young"
"384",102,2,59,6,1,202,2666,2,1,6,1,1,3,"young"
"385",102,2,60,8,1,202,1066,6,1,5,1,1,3,"young"
"386",102,2,61,8,1,211,1370,8,1,2,0,0,2,"young"
"387",102,2,62,6,1,202,829,8,1,3,1,1,3,"young"
"388",102,2,63,6,1,202,1360,6,1,2,1,1,3,"young"
"389",102,2,64,2,1,202,829,6,1,1,1,1,3,"young"
"390",102,2,65,4,0,212,5374,2,1,6,1,0,0,"young"
"391",102,3,1,4,0,212,4419,0,0,4,1,0,0,"young"
"392",102,3,2,2,1,202,741,4,0,1,1,1,3,"young"
"393",102,3,3,2,0,201,755,2,1,5,0,1,1,"young"
"394",102,3,4,4,1,202,1223,2,0,3,1,1,3,"young"
"395",102,3,5,4,1,202,713,4,1,4,1,1,3,"young"
"396",102,3,6,2,1,202,959,4,1,4,1,1,3,"young"
"397",102,3,7,6,1,202,1524,2,1,8,1,1,3,"young"
"398",102,3,8,2,0,201,1641,6,1,5,0,1,1,"young"
"399",102,3,9,6,1,202,1554,2,0,5,1,1,3,"young"
"400",102,3,10,6,1,202,816,6,1,4,1,1,3,"young"
"401",102,3,11,8,1,202,889,6,1,7,1,1,3,"young"
"402",102,3,12,8,1,202,961,8,1,2,1,1,3,"young"
"403",102,3,13,2,0,201,797,8,1,8,0,1,1,"young"
"404",102,3,14,4,0,201,1849,2,0,1,0,1,1,"young"
"405",102,3,15,6,0,201,1129,4,0,6,0,1,1,"young"
"406",102,3,16,6,1,202,871,6,0,1,1,1,3,"young"
"407",102,3,17,4,0,201,1423,6,1,8,0,1,1,"young"
"408",102,3,18,8,1,202,993,4,0,6,1,1,3,"young"
"409",102,3,19,6,0,212,1004,8,1,5,1,0,0,"young"
"410",102,3,20,2,0,201,718,6,0,3,0,1,1,"young"
"411",102,3,21,2,0,201,628,2,0,4,0,1,1,"young"
"412",102,3,22,2,1,202,869,2,0,6,1,1,3,"young"
"413",102,3,23,2,1,202,1078,2,1,3,1,1,3,"young"
"414",102,3,24,6,0,201,3141,2,1,8,0,1,1,"young"
"415",102,3,25,8,1,202,1875,6,0,5,1,1,3,"young"
