"","subject","block","trial","condition","change","responses","time","prev_condition","prev_change","color","answer_change","answer_correct","signal_detection","age"
"6042",204,1,62,4,0,201,775,4,0,6,0,1,1,"old"
"6043",204,1,63,6,1,202,810,4,0,5,1,1,3,"old"
"6044",204,1,64,4,1,202,533,6,1,6,1,1,3,"old"
"6045",204,1,65,4,0,201,842,4,1,1,0,1,1,"old"
"6046",204,2,1,8,0,212,743,0,0,8,1,0,0,"old"
"6047",204,2,2,6,1,202,796,8,0,5,1,1,3,"old"
"6048",204,2,3,6,0,212,640,6,1,7,1,0,0,"old"
"6049",204,2,4,4,1,202,1321,6,0,5,1,1,3,"old"
"6050",204,2,5,2,1,202,679,4,1,1,1,1,3,"old"
"6051",204,2,6,8,1,211,774,2,1,4,0,0,2,"old"
"6052",204,2,7,2,1,202,482,8,1,4,1,1,3,"old"
"6053",204,2,8,2,1,202,481,2,1,6,1,1,3,"old"
"6054",204,2,9,4,0,212,761,2,1,5,1,0,0,"old"
"6055",204,2,10,6,1,202,541,4,0,8,1,1,3,"old"
"6056",204,2,11,8,1,202,707,6,1,1,1,1,3,"old"
"6057",204,2,12,4,1,211,2865,8,1,7,0,0,2,"old"
"6058",204,2,13,6,1,202,930,4,1,5,1,1,3,"old"
"6059",204,2,14,4,0,201,847,6,1,1,0,1,1,"old"
"6060",204,2,15,2,1,202,593,4,0,7,1,1,3,"old"
"6061",204,2,16,6,0,212,1052,2,1,5,1,0,0,"old"
"6062",204,2,17,4,0,201,804,6,0,6,0,1,1,"old"
"6063",204,2,18,6,0,212,1199,4,0,7,1,0,0,"old"
"6064",204,2,19,8,1,202,1065,6,0,7,1,1,3,"old"
"6065",204,2,20,4,0,201,825,8,1,1,0,1,1,"old"
"6066",204,2,21,8,0,201,987,4,0,7,0,1,1,"old"
"6067",204,2,22,4,1,211,742,8,0,2,0,0,2,"old"
"6068",204,2,23,8,1,202,716,4,1,1,1,1,3,"old"
"6069",204,2,24,6,0,212,601,8,1,2,1,0,0,"old"
"6070",204,2,25,6,1,202,772,6,0,5,1,1,3,"old"
"6071",204,2,26,2,1,202,520,6,1,4,1,1,3,"old"
"6072",204,2,27,2,0,201,621,2,1,6,0,1,1,"old"
"6073",204,2,28,6,1,202,695,2,0,1,1,1,3,"old"
"6074",204,2,29,4,1,211,4150,6,1,6,0,0,2,"old"
"6075",204,2,30,2,0,201,636,4,1,3,0,1,1,"old"
"6076",204,2,31,8,1,202,749,2,0,5,1,1,3,"old"
"6077",204,2,32,6,1,202,569,8,1,5,1,1,3,"old"
"6078",204,2,33,8,0,212,581,6,1,2,1,0,0,"old"
"6079",204,2,34,8,1,202,849,8,0,1,1,1,3,"old"
"6080",204,2,35,8,1,202,849,8,1,1,1,1,3,"old"
"6081",204,2,36,2,0,201,706,8,1,7,0,1,1,"old"
"6082",204,2,37,4,1,202,544,2,0,8,1,1,3,"old"
"6083",204,2,38,4,1,202,1317,4,1,5,1,1,3,"old"
"6084",204,2,39,6,0,212,1004,4,1,8,1,0,0,"old"
"6085",204,2,40,6,0,201,782,6,0,2,0,1,1,"old"
"6086",204,2,41,2,0,201,641,6,0,2,0,1,1,"old"
"6087",204,2,42,6,0,201,866,2,0,5,0,1,1,"old"
"6088",204,2,43,8,0,212,490,6,0,4,1,0,0,"old"
"6089",204,2,44,8,0,212,745,8,0,1,1,0,0,"old"
"6090",204,2,45,2,1,202,542,8,0,7,1,1,3,"old"
"6091",204,2,46,8,0,212,507,2,1,8,1,0,0,"old"
"6092",204,2,47,6,0,201,762,8,0,6,0,1,1,"old"
"6093",204,2,48,2,1,202,630,6,0,7,1,1,3,"old"
"6094",204,2,49,4,1,202,984,2,1,4,1,1,3,"old"
"6095",204,2,50,8,0,212,931,4,1,2,1,0,0,"old"
"6096",204,2,51,4,0,201,841,8,0,6,0,1,1,"old"
"6097",204,2,52,4,1,202,690,4,0,6,1,1,3,"old"
"6098",204,2,53,4,0,212,513,4,1,8,1,0,0,"old"
"6099",204,2,54,2,0,201,608,4,0,3,0,1,1,"old"
"6100",204,2,55,2,1,202,650,2,0,8,1,1,3,"old"
"6101",204,2,56,6,1,202,587,2,1,4,1,1,3,"old"
"6102",204,2,57,6,1,202,678,6,1,1,1,1,3,"old"
"6103",204,2,58,2,0,201,645,6,1,2,0,1,1,"old"
"6104",204,2,59,8,0,201,1038,2,0,4,0,1,1,"old"
"6105",204,2,60,2,0,201,536,8,0,8,0,1,1,"old"
"6106",204,2,61,2,0,201,581,2,0,5,0,1,1,"old"
"6107",204,2,62,4,0,212,481,2,0,2,1,0,0,"old"
"6108",204,2,63,4,0,201,600,4,0,2,0,1,1,"old"
"6109",204,2,64,8,1,211,771,4,0,4,0,0,2,"old"
"6110",204,2,65,8,0,212,486,8,1,5,1,0,0,"old"
"6111",204,3,1,8,0,201,1298,0,0,6,0,1,1,"old"
"6112",204,3,2,2,0,201,689,8,0,5,0,1,1,"old"
"6113",204,3,3,4,1,202,688,2,0,1,1,1,3,"old"
"6114",204,3,4,4,1,202,511,4,1,5,1,1,3,"old"
"6115",204,3,5,6,0,212,597,4,1,5,1,0,0,"old"
"6116",204,3,6,8,1,202,840,6,0,4,1,1,3,"old"
"6117",204,3,7,6,0,212,770,8,1,1,1,0,0,"old"
"6118",204,3,8,2,0,201,525,6,0,8,0,1,1,"old"
"6119",204,3,9,2,0,201,667,2,0,5,0,1,1,"old"
"6120",204,3,10,4,0,212,531,2,0,1,1,0,0,"old"
"6121",204,3,11,6,1,202,649,4,0,4,1,1,3,"old"
"6122",204,3,12,2,0,201,617,6,1,7,0,1,1,"old"
"6123",204,3,13,2,1,202,475,2,0,5,1,1,3,"old"
"6124",204,3,14,2,1,202,562,2,1,8,1,1,3,"old"
"6125",204,3,15,4,1,202,551,2,1,2,1,1,3,"old"
"6126",204,3,16,2,0,212,955,4,1,7,1,0,0,"old"
"6127",204,3,17,6,1,202,856,2,0,3,1,1,3,"old"
"6128",204,3,18,6,0,212,1000,6,1,8,1,0,0,"old"
"6129",204,3,19,8,0,201,1363,6,0,5,0,1,1,"old"
"6130",204,3,20,8,1,202,704,8,0,8,1,1,3,"old"
"6131",204,3,21,2,0,201,942,8,1,4,0,1,1,"old"
"6132",204,3,22,6,0,201,1371,2,0,7,0,1,1,"old"
"6133",204,3,23,2,1,202,863,6,0,8,1,1,3,"old"
"6134",204,3,24,6,1,202,1040,2,1,3,1,1,3,"old"
"6135",204,3,25,8,1,202,577,6,1,6,1,1,3,"old"
"6136",204,3,26,2,1,202,413,8,1,7,1,1,3,"old"
"6137",204,3,27,4,0,201,1199,2,1,6,0,1,1,"old"
"6138",204,3,28,2,1,202,538,4,0,6,1,1,3,"old"
"6139",204,3,29,6,0,201,703,2,1,7,0,1,1,"old"
"6140",204,3,30,6,1,202,925,6,0,1,1,1,3,"old"
"6141",204,3,31,4,0,201,515,6,1,6,0,1,1,"old"
"6142",204,3,32,4,0,212,609,4,0,8,1,0,0,"old"
"6143",204,3,33,6,0,212,611,4,0,1,1,0,0,"old"
"6144",204,3,34,6,0,212,838,6,0,1,1,0,0,"old"
"6145",204,3,35,4,0,201,751,6,0,5,0,1,1,"old"
"6146",204,3,36,2,0,212,699,4,0,2,1,0,0,"old"
"6147",204,3,37,8,0,212,570,2,0,2,1,0,0,"old"
"6148",204,3,38,4,0,212,501,8,0,3,1,0,0,"old"
"6149",204,3,39,8,1,202,644,4,0,4,1,1,3,"old"
"6150",204,3,40,8,0,212,597,8,1,1,1,0,0,"old"
"6151",204,3,41,6,0,212,568,8,0,5,1,0,0,"old"
"6152",204,3,42,4,1,211,772,6,0,5,0,0,2,"old"
"6153",204,3,43,4,0,201,816,4,1,6,0,1,1,"old"
"6154",204,3,44,8,0,212,1097,4,0,3,1,0,0,"old"
"6155",204,3,45,2,1,211,665,8,0,3,0,0,2,"old"
"6156",204,3,46,8,0,212,649,2,1,1,1,0,0,"old"
"6157",204,3,47,4,1,202,745,8,0,7,1,1,3,"old"
"6158",204,3,48,6,1,202,639,4,1,2,1,1,3,"old"
"6159",204,3,49,2,1,202,600,6,1,3,1,1,3,"old"
"6160",204,3,50,2,0,201,586,2,1,7,0,1,1,"old"
"6161",204,3,51,8,1,202,733,2,0,5,1,1,3,"old"
"6162",204,3,52,8,1,202,490,8,1,8,1,1,3,"old"
"6163",204,3,53,4,1,211,769,8,1,7,0,0,2,"old"
"6164",204,3,54,8,1,202,981,4,1,6,1,1,3,"old"
"6165",204,3,55,4,0,212,513,8,1,2,1,0,0,"old"
"6166",204,3,56,4,1,202,407,4,0,7,1,1,3,"old"
"6167",204,3,57,2,1,202,418,4,1,7,1,1,3,"old"
"6168",204,3,58,8,1,211,787,2,1,7,0,0,2,"old"
"6169",204,3,59,6,1,202,647,8,1,5,1,1,3,"old"
"6170",204,3,60,4,1,202,488,6,1,1,1,1,3,"old"
"6171",204,3,61,8,0,212,623,4,1,2,1,0,0,"old"
"6172",204,3,62,8,0,212,1392,8,0,2,1,0,0,"old"
"6173",204,3,63,6,1,202,652,8,0,1,1,1,3,"old"
"6174",204,3,64,6,1,202,644,6,1,5,1,1,3,"old"
"6175",204,3,65,8,0,212,629,6,1,4,1,0,0,"old"
"6176",204,4,1,4,0,212,516,0,0,3,1,0,0,"old"
"6177",204,4,2,8,1,202,778,4,0,6,1,1,3,"old"
"6178",204,4,3,4,1,202,502,8,1,6,1,1,3,"old"
"6179",204,4,4,8,0,201,900,4,1,6,0,1,1,"old"
"6180",204,4,5,2,0,201,459,8,0,8,0,1,1,"old"
"6181",204,4,6,4,1,202,395,2,0,3,1,1,3,"old"
"6182",204,4,7,2,0,212,1238,4,1,5,1,0,0,"old"
"6183",204,4,8,2,0,201,632,2,0,4,0,1,1,"old"
"6184",204,4,9,4,0,212,489,2,0,2,1,0,0,"old"
"6185",204,4,10,2,1,202,544,4,0,1,1,1,3,"old"
"6186",204,4,11,4,0,201,789,2,1,7,0,1,1,"old"
"6187",204,4,12,2,0,201,504,4,0,6,0,1,1,"old"
"6188",204,4,13,6,1,202,574,2,0,2,1,1,3,"old"
"6189",204,4,14,2,1,202,442,6,1,2,1,1,3,"old"
"6190",204,4,15,6,0,212,571,2,1,2,1,0,0,"old"
"6191",204,4,16,8,1,202,535,6,0,2,1,1,3,"old"
"6192",204,4,17,2,0,201,604,8,1,2,0,1,1,"old"
"6193",204,4,18,2,1,202,422,2,0,4,1,1,3,"old"
"6194",204,4,19,8,0,212,432,2,1,5,1,0,0,"old"
"6195",204,4,20,8,1,202,385,8,0,7,1,1,3,"old"
"6196",204,4,21,2,1,202,412,8,1,3,1,1,3,"old"
"6197",204,4,22,6,1,202,990,2,1,2,1,1,3,"old"
"6198",204,4,23,8,1,202,433,6,1,2,1,1,3,"old"
"6199",204,4,24,8,1,202,522,8,1,8,1,1,3,"old"
"6200",204,4,25,6,0,212,536,8,1,1,1,0,0,"old"
"6201",204,4,26,8,0,212,581,6,0,2,1,0,0,"old"
"6202",204,4,27,6,1,202,561,8,0,1,1,1,3,"old"
"6203",204,4,28,6,1,202,669,6,1,6,1,1,3,"old"
"6204",204,4,29,2,0,201,541,6,1,5,0,1,1,"old"
"6205",204,4,30,8,1,211,666,2,0,5,0,0,2,"old"
"6206",204,4,31,6,1,202,538,8,1,7,1,1,3,"old"
"6207",204,4,32,6,0,201,775,6,1,6,0,1,1,"old"
"6208",204,4,33,2,0,201,459,6,0,6,0,1,1,"old"
"6209",204,4,34,8,0,212,1211,2,0,2,1,0,0,"old"
"6210",204,4,35,4,1,211,846,8,0,2,0,0,2,"old"
"6211",204,4,36,6,0,212,487,4,1,4,1,0,0,"old"
"6212",204,4,37,6,0,212,1134,6,0,3,1,0,0,"old"
"6213",204,4,38,4,0,201,531,6,0,6,0,1,1,"old"
"6214",204,4,39,4,1,202,897,4,0,3,1,1,3,"old"
"6215",204,4,40,4,1,202,576,4,1,8,1,1,3,"old"
"6216",204,4,41,6,1,202,476,4,1,3,1,1,3,"old"
"6217",204,4,42,4,0,212,412,6,1,2,1,0,0,"old"
"6218",204,4,43,8,0,212,822,4,0,6,1,0,0,"old"
"6219",204,4,44,2,1,202,456,8,0,3,1,1,3,"old"
"6220",204,4,45,2,1,202,464,2,1,8,1,1,3,"old"
"6221",204,4,46,2,0,201,576,2,1,2,0,1,1,"old"
"6222",204,4,47,6,0,212,524,2,0,8,1,0,0,"old"
"6223",204,4,48,2,1,202,458,6,0,4,1,1,3,"old"
"6224",204,4,49,4,1,202,810,2,1,5,1,1,3,"old"
"6225",204,4,50,2,1,211,1325,4,1,5,0,0,2,"old"
"6226",204,4,51,8,1,202,779,2,1,1,1,1,3,"old"
"6227",204,4,52,8,0,212,582,8,1,1,1,0,0,"old"
"6228",204,4,53,4,0,201,722,8,0,4,0,1,1,"old"
"6229",204,4,54,4,0,212,327,4,0,3,1,0,0,"old"
"6230",204,4,55,6,0,212,1005,4,0,1,1,0,0,"old"
"6231",204,4,56,6,1,202,824,6,0,3,1,1,3,"old"
"6232",204,4,57,8,0,201,1161,6,1,7,0,1,1,"old"
"6233",204,4,58,8,0,212,814,8,0,1,1,0,0,"old"
"6234",204,4,59,6,0,212,545,8,0,8,1,0,0,"old"
"6235",204,4,60,4,1,202,486,6,0,7,1,1,3,"old"
"6236",204,4,61,4,0,212,765,4,1,4,1,0,0,"old"
"6237",204,4,62,6,1,202,649,4,0,6,1,1,3,"old"
"6238",204,4,63,4,1,202,690,6,1,1,1,1,3,"old"
"6239",204,4,64,8,1,202,585,4,1,7,1,1,3,"old"
"6240",204,4,65,4,0,212,852,8,1,3,1,0,0,"old"
"6241",205,1,1,2,0,201,1255,0,0,5,0,1,1,"old"
"6242",205,1,2,6,0,201,991,2,0,4,0,1,1,"old"
"6243",205,1,3,8,0,201,2891,6,0,8,0,1,1,"old"
"6244",205,1,4,4,1,202,1426,8,0,6,1,1,3,"old"
"6245",205,1,5,4,1,202,2653,4,1,8,1,1,3,"old"
"6246",205,1,6,6,1,202,3526,4,1,4,1,1,3,"old"
"6247",205,1,7,2,0,201,981,6,1,5,0,1,1,"old"
"6248",205,1,8,4,1,202,1192,2,0,3,1,1,3,"old"
"6249",205,1,9,2,0,201,996,4,1,7,0,1,1,"old"
"6250",205,1,10,6,1,211,1167,2,0,3,0,0,2,"old"
"6251",205,1,11,8,1,211,6467,6,1,6,0,0,2,"old"
"6252",205,1,12,8,0,212,3133,8,1,2,1,0,0,"old"
"6253",205,1,13,6,1,202,1227,8,0,2,1,1,3,"old"
"6254",205,1,14,4,0,201,3533,6,1,3,0,1,1,"old"
"6255",205,1,15,2,0,201,1779,4,0,6,0,1,1,"old"
"6256",205,1,16,8,1,202,1383,2,0,6,1,1,3,"old"
"6257",205,1,17,2,1,202,971,8,1,2,1,1,3,"old"
"6258",205,1,18,8,0,201,1615,2,1,4,0,1,1,"old"
"6259",205,1,19,4,0,201,1377,8,0,7,0,1,1,"old"
"6260",205,1,20,8,0,212,6133,4,0,4,1,0,0,"old"
"6261",205,1,21,8,0,201,6828,8,0,1,0,1,1,"old"
"6262",205,1,22,2,1,202,808,8,0,5,1,1,3,"old"
"6263",205,1,23,6,1,202,2155,2,1,1,1,1,3,"old"
"6264",205,1,24,4,1,202,2560,6,1,7,1,1,3,"old"
"6265",205,1,25,2,1,202,1061,4,1,1,1,1,3,"old"
"6266",205,1,26,6,0,201,5990,2,1,7,0,1,1,"old"
"6267",205,1,27,6,1,202,1651,6,0,6,1,1,3,"old"
"6268",205,1,28,6,1,202,1156,6,1,6,1,1,3,"old"
"6269",205,1,29,8,0,201,1056,6,1,7,0,1,1,"old"
"6270",205,1,30,2,0,201,1593,8,0,6,0,1,1,"old"
"6271",205,1,31,2,1,202,988,2,0,4,1,1,3,"old"
"6272",205,1,32,2,1,202,879,2,1,1,1,1,3,"old"
"6273",205,1,33,4,0,201,1511,2,1,4,0,1,1,"old"
"6274",205,1,34,6,0,201,1614,4,0,8,0,1,1,"old"
"6275",205,1,35,8,1,211,4969,6,0,5,0,0,2,"old"
"6276",205,1,36,8,1,202,998,8,1,1,1,1,3,"old"
"6277",205,1,37,4,0,201,6433,8,1,7,0,1,1,"old"
"6278",205,1,38,4,1,211,4564,4,0,1,0,0,2,"old"
"6279",205,1,39,8,0,212,1586,4,1,6,1,0,0,"old"
"6280",205,1,40,8,1,211,2661,8,0,4,0,0,2,"old"
"6281",205,1,41,6,1,211,5382,8,1,8,0,0,2,"old"
"6282",205,1,42,2,1,202,931,6,1,3,1,1,3,"old"
"6283",205,1,43,4,1,202,1161,2,1,3,1,1,3,"old"
"6284",205,1,44,4,0,201,6870,4,1,2,0,1,1,"old"
"6285",205,1,45,2,1,202,992,4,0,3,1,1,3,"old"
"6286",205,1,46,2,0,201,1099,2,1,6,0,1,1,"old"
"6287",205,1,47,8,0,201,3138,2,0,5,0,1,1,"old"
"6288",205,1,48,6,0,201,1272,8,0,2,0,1,1,"old"
"6289",205,1,49,6,0,201,5680,6,0,5,0,1,1,"old"
"6290",205,1,50,2,1,202,521,6,0,3,1,1,3,"old"
"6291",205,1,51,8,1,202,1038,2,1,1,1,1,3,"old"
"6292",205,1,52,6,0,201,4000,8,1,3,0,1,1,"old"
"6293",205,1,53,4,1,211,5724,6,0,2,0,0,2,"old"
"6294",205,1,54,8,1,202,843,4,1,3,1,1,3,"old"
"6295",205,1,55,2,0,201,916,8,1,8,0,1,1,"old"
"6296",205,1,56,2,0,201,962,2,0,4,0,1,1,"old"
"6297",205,1,57,4,0,212,2335,2,0,8,1,0,0,"old"
"6298",205,1,58,8,1,202,1069,4,0,6,1,1,3,"old"
"6299",205,1,59,4,1,211,4069,8,1,7,0,0,2,"old"
"6300",205,1,60,6,0,201,2750,4,1,2,0,1,1,"old"
"6301",205,1,61,4,0,201,3131,6,0,8,0,1,1,"old"
"6302",205,1,62,4,0,201,2657,4,0,1,0,1,1,"old"
"6303",205,1,63,6,1,202,1474,4,0,5,1,1,3,"old"
"6304",205,1,64,6,0,201,7834,6,1,3,0,1,1,"old"
"6305",205,1,65,2,0,201,1110,6,0,4,0,1,1,"old"
"6306",205,2,1,4,1,202,1146,0,0,8,1,1,3,"old"
"6307",205,2,2,2,0,201,1103,4,1,7,0,1,1,"old"
"6308",205,2,3,2,1,202,1670,2,0,7,1,1,3,"old"
"6309",205,2,4,2,0,201,2030,2,1,4,0,1,1,"old"
"6310",205,2,5,4,0,201,1640,2,0,1,0,1,1,"old"
"6311",205,2,6,8,0,201,3314,4,0,2,0,1,1,"old"
"6312",205,2,7,2,1,202,993,8,0,1,1,1,3,"old"
"6313",205,2,8,8,1,211,14700,2,1,3,0,0,2,"old"
"6314",205,2,9,6,0,212,5200,8,1,6,1,0,0,"old"
"6315",205,2,10,2,1,202,788,6,0,1,1,1,3,"old"
"6316",205,2,11,6,1,211,3143,2,1,5,0,0,2,"old"
"6317",205,2,12,2,1,202,925,6,1,4,1,1,3,"old"
"6318",205,2,13,2,1,202,699,2,1,8,1,1,3,"old"
"6319",205,2,14,4,1,211,2250,2,1,3,0,0,2,"old"
"6320",205,2,15,8,1,202,923,4,1,3,1,1,3,"old"
"6321",205,2,16,2,1,202,616,8,1,5,1,1,3,"old"
"6322",205,2,17,6,0,201,1146,2,1,7,0,1,1,"old"
"6323",205,2,18,4,0,201,2760,6,0,5,0,1,1,"old"
"6324",205,2,19,6,1,211,3005,4,0,2,0,0,2,"old"
"6325",205,2,20,6,1,211,4064,6,1,7,0,0,2,"old"
"6326",205,2,21,8,0,201,1513,6,1,1,0,1,1,"old"
"6327",205,2,22,4,0,201,4152,8,0,6,0,1,1,"old"
"6328",205,2,23,6,0,201,1630,4,0,4,0,1,1,"old"
"6329",205,2,24,4,1,211,4344,6,0,4,0,0,2,"old"
"6330",205,2,25,6,1,211,3950,4,1,4,0,0,2,"old"
"6331",205,2,26,4,0,201,1356,6,1,2,0,1,1,"old"
"6332",205,2,27,4,1,202,3449,4,0,4,1,1,3,"old"
"6333",205,2,28,4,0,201,2394,4,1,1,0,1,1,"old"
"6334",205,2,29,2,1,202,966,4,0,8,1,1,3,"old"
"6335",205,2,30,8,0,212,6658,2,1,3,1,0,0,"old"
"6336",205,2,31,4,1,202,965,8,0,1,1,1,3,"old"
"6337",205,2,32,6,0,201,1905,4,1,3,0,1,1,"old"
"6338",205,2,33,6,0,212,1184,6,0,5,1,0,0,"old"
"6339",205,2,34,8,1,211,11428,6,0,5,0,0,2,"old"
"6340",205,2,35,8,1,202,6969,8,1,3,1,1,3,"old"
"6341",205,2,36,8,0,212,8263,8,1,1,1,0,0,"old"
"6342",205,2,37,8,0,201,3066,8,0,2,0,1,1,"old"
"6343",205,2,38,6,1,202,1074,8,0,3,1,1,3,"old"
"6344",205,2,39,8,1,211,10523,6,1,6,0,0,2,"old"
"6345",205,2,40,4,0,212,3420,8,1,1,1,0,0,"old"
"6346",205,2,41,8,1,202,2063,4,0,4,1,1,3,"old"
"6347",205,2,42,6,1,202,4152,8,1,2,1,1,3,"old"
"6348",205,2,43,6,0,201,3790,6,1,2,0,1,1,"old"
"6349",205,2,44,6,1,202,1018,6,0,8,1,1,3,"old"
"6350",205,2,45,2,0,201,1316,6,1,1,0,1,1,"old"
"6351",205,2,46,8,0,201,2482,2,0,2,0,1,1,"old"
"6352",205,2,47,8,1,202,1786,8,0,6,1,1,3,"old"
"6353",205,2,48,2,0,201,2597,8,1,6,0,1,1,"old"
"6354",205,2,49,4,1,202,1729,2,0,5,1,1,3,"old"
"6355",205,2,50,2,1,202,1119,4,1,6,1,1,3,"old"
"6356",205,2,51,4,0,201,1941,2,1,2,0,1,1,"old"
"6357",205,2,52,4,0,201,2107,4,0,6,0,1,1,"old"
"6358",205,2,53,2,0,201,1330,4,0,2,0,1,1,"old"
"6359",205,2,54,6,0,201,1464,2,0,7,0,1,1,"old"
"6360",205,2,55,8,0,212,5289,6,0,5,1,0,0,"old"
"6361",205,2,56,6,0,201,7530,8,0,8,0,1,1,"old"
"6362",205,2,57,2,0,201,1521,6,0,7,0,1,1,"old"
"6363",205,2,58,8,1,211,3583,2,0,5,0,0,2,"old"
"6364",205,2,59,4,1,202,1020,8,1,2,1,1,3,"old"
"6365",205,2,60,8,0,201,1182,4,1,3,0,1,1,"old"
"6366",205,2,61,2,0,201,1009,8,0,7,0,1,1,"old"
"6367",205,2,62,2,0,201,1083,2,0,5,0,1,1,"old"
"6368",205,2,63,6,1,202,3091,2,0,1,1,1,3,"old"
"6369",205,2,64,4,1,202,1363,6,1,6,1,1,3,"old"
"6370",205,2,65,4,1,202,895,4,1,3,1,1,3,"old"
"6371",205,3,1,8,1,202,993,0,0,2,1,1,3,"old"
"6372",205,3,2,2,1,202,708,8,1,8,1,1,3,"old"
"6373",205,3,3,6,1,202,3315,2,1,1,1,1,3,"old"
"6374",205,3,4,6,1,202,1258,6,1,6,1,1,3,"old"
"6375",205,3,5,2,0,201,794,6,1,1,0,1,1,"old"
"6376",205,3,6,6,0,201,3270,2,0,4,0,1,1,"old"
"6377",205,3,7,6,0,201,998,6,0,5,0,1,1,"old"
"6378",205,3,8,6,1,202,1177,6,0,1,1,1,3,"old"
"6379",205,3,9,8,0,201,2029,6,1,1,0,1,1,"old"
"6380",205,3,10,2,0,201,1383,8,0,8,0,1,1,"old"
"6381",205,3,11,2,0,201,1307,2,0,2,0,1,1,"old"
"6382",205,3,12,2,1,202,1105,2,0,5,1,1,3,"old"
"6383",205,3,13,8,0,201,1376,2,1,6,0,1,1,"old"
"6384",205,3,14,4,1,211,4244,8,0,5,0,0,2,"old"
"6385",205,3,15,8,1,211,4070,4,1,5,0,0,2,"old"
"6386",205,3,16,2,0,201,1744,8,1,8,0,1,1,"old"
"6387",205,3,17,4,1,202,1181,2,0,5,1,1,3,"old"
"6388",205,3,18,4,0,201,1329,4,1,5,0,1,1,"old"
"6389",205,3,19,2,0,201,1111,4,0,3,0,1,1,"old"
"6390",205,3,20,8,0,201,1870,2,0,6,0,1,1,"old"
"6391",205,3,21,6,1,211,5438,8,0,1,0,0,2,"old"
"6392",205,3,22,4,0,201,1129,6,1,7,0,1,1,"old"
"6393",205,3,23,4,1,202,2487,4,0,6,1,1,3,"old"
"6394",205,3,24,2,0,201,1302,4,1,5,0,1,1,"old"
"6395",205,3,25,4,0,201,4173,2,0,3,0,1,1,"old"
"6396",205,3,26,6,1,211,6370,4,0,8,0,0,2,"old"
"6397",205,3,27,6,0,212,1776,6,1,2,1,0,0,"old"
"6398",205,3,28,2,0,201,2229,6,0,4,0,1,1,"old"
"6399",205,3,29,8,1,202,1543,2,0,6,1,1,3,"old"
"6400",205,3,30,4,1,202,2084,8,1,7,1,1,3,"old"
"6401",205,3,31,8,0,201,3308,4,1,2,0,1,1,"old"
"6402",205,3,32,8,0,201,1419,8,0,2,0,1,1,"old"
"6403",205,3,33,4,0,201,4678,8,0,6,0,1,1,"old"
"6404",205,3,34,6,0,212,2999,4,0,4,1,0,0,"old"
"6405",205,3,35,4,0,201,1786,6,0,4,0,1,1,"old"
"6406",205,3,36,4,0,201,1214,4,0,4,0,1,1,"old"
"6407",205,3,37,8,0,212,2144,4,0,7,1,0,0,"old"
"6408",205,3,38,2,1,202,934,8,0,3,1,1,3,"old"
"6409",205,3,39,4,1,211,4115,2,1,3,0,0,2,"old"
"6410",205,3,40,4,1,202,1034,4,1,8,1,1,3,"old"
"6411",205,3,41,6,1,202,1772,4,1,1,1,1,3,"old"
"6412",205,3,42,2,1,202,848,6,1,1,1,1,3,"old"
"6413",205,3,43,6,0,201,4065,2,1,5,0,1,1,"old"
"6414",205,3,44,8,0,212,1610,6,0,7,1,0,0,"old"
"6415",205,3,45,8,1,202,6149,8,0,1,1,1,3,"old"
"6416",205,3,46,8,0,201,4932,8,1,4,0,1,1,"old"
"6417",205,3,47,6,0,212,1170,8,0,7,1,0,0,"old"
"6418",205,3,48,2,1,202,2174,6,0,7,1,1,3,"old"
"6419",205,3,49,2,1,202,619,2,1,8,1,1,3,"old"
"6420",205,3,50,2,0,201,876,2,1,8,0,1,1,"old"
"6421",205,3,51,6,1,202,2380,2,0,7,1,1,3,"old"
"6422",205,3,52,8,1,211,1681,6,1,8,0,0,2,"old"
"6423",205,3,53,4,0,201,2401,8,1,4,0,1,1,"old"
"6424",205,3,54,8,1,202,1404,4,0,5,1,1,3,"old"
"6425",205,3,55,8,1,211,3671,8,1,6,0,0,2,"old"
"6426",205,3,56,6,0,201,5480,8,1,3,0,1,1,"old"
"6427",205,3,57,4,1,202,841,6,0,5,1,1,3,"old"
"6428",205,3,58,2,1,202,778,4,1,7,1,1,3,"old"
"6429",205,3,59,4,0,201,1718,2,1,7,0,1,1,"old"
"6430",205,3,60,2,1,202,2252,4,0,7,1,1,3,"old"
"6431",205,3,61,8,1,202,717,2,1,3,1,1,3,"old"
"6432",205,3,62,6,1,202,651,8,1,4,1,1,3,"old"
"6433",205,3,63,4,1,202,2324,6,1,7,1,1,3,"old"
"6434",205,3,64,6,0,212,3130,4,1,2,1,0,0,"old"
"6435",205,3,65,8,1,202,713,6,0,6,1,1,3,"old"
"6436",205,4,1,8,1,211,2432,0,0,1,0,0,2,"old"
"6437",205,4,2,8,1,202,2690,8,1,4,1,1,3,"old"
"6438",205,4,3,4,1,202,1090,8,1,4,1,1,3,"old"
"6439",205,4,4,2,1,202,873,4,1,5,1,1,3,"old"
"6440",205,4,5,8,0,201,5201,2,1,5,0,1,1,"old"
"6441",205,4,6,4,0,201,3486,8,0,3,0,1,1,"old"
"6442",205,4,7,4,0,201,1278,4,0,3,0,1,1,"old"
"6443",205,4,8,4,1,202,598,4,0,7,1,1,3,"old"
"6444",205,4,9,4,1,202,1529,4,1,1,1,1,3,"old"
"6445",205,4,10,6,1,202,3591,4,1,6,1,1,3,"old"
