#subject	block	trial	condition	setsize	change	time	responses	time	Pic	prev_condition	prev_setsize	prev_change	prev_time
216	1	1	1	4	0	2000	212	2595	NoChange	0	0	0	
216	1	2	2	6	0	2000	201	1175	NoChange	1	4	0	2000
216	1	3	3	6	0	2000	201	956	NoChange	2	6	0	2000
216	1	4	1	2	0	2000	201	1297	NoChange	3	6	0	2000
216	1	5	2	4	1	2000	211	1281	1	1	2	0	2000
216	1	6	1	2	0	2000	201	850	NoChange	2	4	1	2000
216	1	7	4	6	0	2000	201	1891	NoChange	1	2	0	2000
216	1	8	1	6	0	2000	201	1131	NoChange	4	6	0	2000
216	1	9	4	6	0	2000	212	1362	NoChange	1	6	0	2000
216	1	10	2	2	1	2000	211	1079	2	4	6	0	2000
216	1	11	2	6	1	2000	202	1632	3	2	2	1	2000
216	1	12	4	2	0	2000	201	1394	NoChange	2	6	1	2000
216	1	13	3	2	1	2000	202	918	1	4	2	0	2000
216	1	14	3	4	1	2000	211	1285	2	3	2	1	2000
216	1	15	1	6	0	2000	201	1325	NoChange	3	4	1	2000
216	1	16	4	2	0	2000	201	1364	NoChange	1	6	0	2000
216	1	17	3	4	1	2000	211	1649	3	4	2	0	2000
216	1	18	4	6	1	2000	202	1066	1	3	4	1	2000
216	1	19	1	2	1	2000	202	1107	72	4	6	1	2000
216	1	20	4	4	0	2000	201	994	NoChange	1	2	1	2000
216	1	21	4	4	1	2000	202	1662	2	4	4	0	2000
216	1	22	1	4	0	2000	201	1256	NoChange	4	4	1	2000
216	1	23	2	4	1	2000	202	1233	4	1	4	0	2000
216	1	24	3	4	0	2000	201	1747	NoChange	2	4	1	2000
216	1	25	3	4	0	2000	201	1713	NoChange	3	4	0	2000
216	1	26	3	6	1	2000	211	1217	4	3	4	0	2000
216	1	27	2	2	0	2000	201	876	NoChange	3	6	1	2000
216	1	28	3	6	1	2000	211	1428	5	2	2	0	2000
216	1	29	4	4	1	2000	202	1255	3	3	6	1	2000
216	1	30	1	6	1	2000	202	1144	116	4	4	1	2000
216	1	31	3	6	0	2000	201	1030	NoChange	1	6	1	2000
216	1	32	3	2	1	2000	202	1177	6	3	6	0	2000
216	1	33	2	6	1	2000	211	1422	5	3	2	1	2000
216	1	34	1	4	1	2000	202	1000	133	2	6	1	2000
216	1	35	3	2	0	2000	201	908	NoChange	1	4	1	2000
216	1	36	2	6	0	2000	201	2955	NoChange	3	2	0	2000
216	1	37	4	6	1	2000	202	1113	4	2	6	0	2000
216	1	38	4	2	1	2000	211	2216	5	4	6	1	2000
216	1	39	2	4	0	2000	201	1043	NoChange	4	2	1	2000
216	1	40	3	2	0	2000	201	989	NoChange	2	4	0	2000
216	1	41	1	4	1	2000	202	1289	158	3	2	0	2000
216	1	42	2	2	1	2000	202	961	6	1	4	1	2000
216	1	43	1	6	1	2000	202	1126	166	2	2	1	2000
216	1	44	4	2	1	2000	211	965	6	1	6	1	2000
216	1	45	1	2	1	2000	202	842	170	4	2	1	2000
216	1	46	2	4	0	2000	201	1124	NoChange	1	2	1	2000
216	1	47	4	4	0	2000	201	4506	NoChange	2	4	0	2000
216	1	48	2	2	0	2000	201	1363	NoChange	4	4	0	2000
216	2	1	4	6	0	2000	212	1068	NoChange	0	0	0	
216	2	2	4	2	1	2000	202	1149	7	4	6	0	2000
216	2	3	1	4	1	2000	202	986	192	4	2	1	2000
216	2	4	4	2	1	2000	202	2414	8	1	4	1	2000
216	2	5	1	6	1	2000	202	1161	200	4	2	1	2000
216	2	6	2	6	0	2000	201	1247	NoChange	1	6	1	2000
216	2	7	4	4	0	2000	201	1049	NoChange	2	6	0	2000
216	2	8	3	4	1	2000	202	1058	7	4	4	0	2000
216	2	9	2	2	1	2000	202	1683	7	3	4	1	2000
216	2	10	4	2	0	2000	201	1139	NoChange	2	2	1	2000
216	2	11	3	6	1	2000	202	3146	8	4	2	0	2000
216	2	12	4	6	0	2000	201	2496	NoChange	3	6	1	2000
216	2	13	3	2	0	2000	201	905	NoChange	4	6	0	2000
216	2	14	3	4	0	2000	201	1336	NoChange	3	2	0	2000
216	2	15	2	2	0	2000	201	1158	NoChange	3	4	0	2000
216	2	16	1	2	0	2000	201	787	NoChange	2	2	0	2000
216	2	17	1	2	1	2000	202	1095	240	1	2	0	2000
216	2	18	1	4	1	2000	202	967	245	1	2	1	2000
216	2	19	3	6	1	2000	202	1156	9	1	4	1	2000
216	2	20	3	2	1	2000	202	1249	10	3	6	1	2000
216	2	21	1	4	0	2000	201	1162	NoChange	3	2	1	2000
216	2	22	2	6	1	2000	211	2280	8	1	4	0	2000
216	2	23	1	6	0	2000	212	1441	NoChange	2	6	1	2000
216	2	24	3	2	1	2000	202	1243	11	1	6	0	2000
216	2	25	2	4	1	2000	202	1749	9	3	2	1	2000
216	2	26	3	2	0	2000	201	1059	NoChange	2	4	1	2000
216	2	27	1	6	1	2000	202	2028	279	3	2	0	2000
216	2	28	1	2	0	2000	201	927	NoChange	1	6	1	2000
216	2	29	4	4	1	2000	202	1517	9	1	2	0	2000
216	2	30	2	2	1	2000	211	1852	10	4	4	1	2000
216	2	31	4	4	1	2000	202	1462	10	2	2	1	2000
216	2	32	2	2	0	2000	201	1247	NoChange	4	4	1	2000
216	2	33	1	6	0	2000	201	1393	NoChange	2	2	0	2000
216	2	34	4	6	1	2000	211	981	11	1	6	0	2000
216	2	35	3	6	0	2000	212	1225	NoChange	4	6	1	2000
216	2	36	3	4	1	2000	211	1660	12	3	6	0	2000
216	2	37	1	4	0	2000	201	846	NoChange	3	4	1	2000
216	2	38	2	6	1	2000	202	1495	11	1	4	0	2000
216	2	39	4	2	0	2000	201	968	NoChange	2	6	1	2000
216	2	40	3	4	0	2000	201	772	NoChange	4	2	0	2000
216	2	41	2	4	0	2000	212	1105	NoChange	3	4	0	2000
216	2	42	4	6	1	2000	202	1192	12	2	4	0	2000
216	2	43	2	4	0	2000	201	1108	NoChange	4	6	1	2000
216	2	44	3	6	0	2000	201	1147	NoChange	2	4	0	2000
216	2	45	2	4	1	2000	202	1537	12	3	6	0	2000
216	2	46	4	4	0	2000	201	927	NoChange	2	4	1	2000
216	2	47	1	2	1	2000	202	1070	354	4	4	0	2000
216	2	48	2	6	0	2000	201	2487	NoChange	1	2	1	2000
216	3	1	4	6	0	2000	201	2230	NoChange	0	0	0	
216	3	2	1	6	0	2000	201	969	NoChange	4	6	0	2000
216	3	3	4	6	1	2000	202	1222	13	1	6	0	2000
216	3	4	4	2	0	2000	201	1193	NoChange	4	6	1	2000
216	3	5	4	6	0	2000	212	1253	NoChange	4	2	0	2000
216	3	6	3	2	0	2000	201	1014	NoChange	4	6	0	2000
216	3	7	2	6	0	2000	201	953	NoChange	3	2	0	2000
216	3	8	3	4	1	2000	211	903	13	2	6	0	2000
216	3	9	2	6	1	2000	202	1326	13	3	4	1	2000
216	3	10	3	2	1	2000	211	724	14	2	6	1	2000
216	3	11	2	2	0	2000	201	811	NoChange	3	2	1	2000
216	3	12	4	2	1	2000	202	990	14	2	2	0	2000
216	3	13	1	2	0	2000	201	770	NoChange	4	2	1	2000
216	3	14	2	2	1	2000	211	991	14	1	2	0	2000
216	3	15	3	6	0	2000	212	1171	NoChange	2	2	1	2000
216	3	16	4	2	1	2000	202	1119	15	3	6	0	2000
216	3	17	3	4	0	2000	201	918	NoChange	4	2	1	2000
216	3	18	1	4	1	2000	202	1820	424	3	4	0	2000
216	3	19	2	6	0	2000	201	1375	NoChange	1	4	1	2000
216	3	20	3	6	1	2000	211	2316	15	2	6	0	2000
216	3	21	3	4	0	2000	201	1163	NoChange	3	6	1	2000
216	3	22	2	2	1	2000	211	1161	15	3	4	0	2000
216	3	23	2	4	1	2000	202	902	16	2	2	1	2000
216	3	24	1	2	1	2000	202	805	446	2	4	1	2000
216	3	25	4	2	0	2000	201	896	NoChange	1	2	1	2000
216	3	26	1	4	1	2000	202	1424	453	4	2	0	2000
216	3	27	4	4	0	2000	201	1131	NoChange	1	4	1	2000
216	3	28	1	2	0	2000	201	1090	NoChange	4	4	0	2000
216	3	29	4	4	1	2000	202	1090	16	1	2	0	2000
216	3	30	4	4	1	2000	202	1690	17	4	4	1	2000
216	3	31	3	2	0	2000	201	1242	NoChange	4	4	1	2000
216	3	32	1	6	1	2000	202	1508	474	3	2	0	2000
216	3	33	1	6	1	2000	202	1843	481	1	6	1	2000
216	3	34	3	6	1	2000	211	1277	16	1	6	1	2000
216	3	35	1	6	0	2000	212	1406	NoChange	3	6	1	2000
216	3	36	1	4	0	2000	201	954	NoChange	1	6	0	2000
216	3	37	3	6	0	2000	201	1287	NoChange	1	4	0	2000
216	3	38	2	4	1	2000	202	1263	17	3	6	0	2000
216	3	39	4	4	0	2000	201	1376	NoChange	2	4	1	2000
216	3	40	3	2	1	2000	202	1669	17	4	4	0	2000
216	3	41	1	4	0	2000	201	1022	NoChange	3	2	1	2000
216	3	42	2	6	1	2000	202	992	18	1	4	0	2000
216	3	43	3	4	1	2000	211	1428	18	2	6	1	2000
216	3	44	2	4	0	2000	201	935	NoChange	3	4	1	2000
216	3	45	2	2	0	2000	201	877	NoChange	2	4	0	2000
216	3	46	2	4	0	2000	201	782	NoChange	2	2	0	2000
216	3	47	1	2	1	2000	202	905	535	2	4	0	2000
216	3	48	4	6	1	2000	211	1145	18	1	2	1	2000
216	4	1	4	2	0	2000	201	947	NoChange	0	0	0	
216	4	2	1	2	1	2000	202	833	545	4	2	0	2000
216	4	3	4	4	0	2000	201	882	NoChange	1	2	1	2000
216	4	4	4	4	1	2000	211	2298	19	4	4	0	2000
216	4	5	2	2	0	2000	201	962	NoChange	4	4	1	2000
216	4	6	3	2	0	2000	201	839	NoChange	2	2	0	2000
216	4	7	4	2	0	2000	201	753	NoChange	3	2	0	2000
216	4	8	3	4	0	2000	212	1527	NoChange	4	2	0	2000
216	4	9	4	4	1	2000	211	1013	20	3	4	0	2000
216	4	10	3	2	1	2000	211	817	19	4	4	1	2000
216	4	11	3	2	1	2000	211	1899	20	3	2	1	2000
216	4	12	4	4	0	2000	212	1875	NoChange	3	2	1	2000
216	4	13	3	4	0	2000	201	716	NoChange	4	4	0	2000
216	4	14	1	2	0	2000	201	1018	NoChange	3	4	0	2000
216	4	15	2	6	1	2000	202	2717	19	1	2	0	2000
216	4	16	3	4	1	2000	211	1924	21	2	6	1	2000
216	4	17	3	6	1	2000	202	987	22	3	4	1	2000
216	4	18	3	6	1	2000	211	935	23	3	6	1	2000
216	4	19	2	4	0	2000	201	677	NoChange	3	6	1	2000
216	4	20	1	6	1	2000	202	1117	606	2	4	0	2000
216	4	21	2	4	1	2000	211	1140	20	1	6	1	2000
216	4	22	1	2	1	2000	202	898	612	2	4	1	2000
216	4	23	2	6	0	2000	201	898	NoChange	1	2	1	2000
216	4	24	4	6	0	2000	201	794	NoChange	2	6	0	2000
