#subject	block	trial	condition	setsize	change	time	responses	time	Pic	prev_condition	prev_setsize	prev_change	prev_time
116	1	1	4	6	0	2000	212	598	NoChange	0	0	0	
116	1	2	1	4	0	2000	201	562	NoChange	4	6	0	2000
116	1	3	1	4	1	2000	202	479	15	1	4	0	2000
116	1	4	1	6	0	2000	201	759	NoChange	1	4	1	2000
116	1	5	1	6	1	2000	202	620	28	1	6	0	2000
116	1	6	4	4	1	2000	202	567	1	1	6	1	2000
116	1	7	4	2	0	2000	201	499	NoChange	4	4	1	2000
116	1	8	1	2	0	2000	201	634	NoChange	4	2	0	2000
116	1	9	1	2	1	2000	202	492	38	1	2	0	2000
116	1	10	2	6	0	2000	201	1236	NoChange	1	2	1	2000
116	1	11	1	6	0	2000	212	1990	NoChange	2	6	0	2000
116	1	12	4	2	0	2000	201	498	NoChange	1	6	0	2000
116	1	13	2	6	1	2000	202	914	1	4	2	0	2000
116	1	14	2	2	0	2000	201	489	NoChange	2	6	1	2000
116	1	15	2	4	0	2000	201	993	NoChange	2	2	0	2000
116	1	16	4	6	1	2000	202	557	2	2	4	0	2000
116	1	17	4	6	1	2000	202	586	3	4	6	1	2000
116	1	18	2	4	1	2000	202	485	2	4	6	1	2000
116	1	19	4	2	1	2000	202	493	4	2	4	1	2000
116	1	20	2	4	1	2000	211	717	3	4	2	1	2000
116	1	21	4	4	0	2000	201	611	NoChange	2	4	1	2000
116	1	22	2	6	1	2000	202	479	4	4	4	0	2000
116	1	23	3	4	1	2000	211	735	1	2	6	1	2000
116	1	24	2	2	0	2000	201	805	NoChange	3	4	1	2000
116	1	25	2	2	1	2000	202	504	5	2	2	0	2000
116	1	26	3	4	1	2000	202	759	2	2	2	1	2000
116	1	27	4	4	1	2000	202	444	5	3	4	1	2000
116	1	28	2	2	1	2000	202	470	6	4	4	1	2000
116	1	29	1	2	1	2000	202	534	105	2	2	1	2000
116	1	30	4	6	0	2000	201	788	NoChange	1	2	1	2000
116	1	31	3	4	0	2000	201	1848	NoChange	4	6	0	2000
116	1	32	2	6	0	2000	212	570	NoChange	3	4	0	2000
116	1	33	3	6	1	2000	202	1070	3	2	6	0	2000
116	1	34	3	2	1	2000	211	503	4	3	6	1	2000
116	1	35	4	4	0	2000	201	542	NoChange	3	2	1	2000
116	1	36	3	2	0	2000	201	419	NoChange	4	4	0	2000
116	1	37	3	4	0	2000	201	550	NoChange	3	2	0	2000
116	1	38	1	4	0	2000	201	643	NoChange	3	4	0	2000
116	1	39	1	6	1	2000	202	493	148	1	4	0	2000
116	1	40	1	4	1	2000	202	1100	153	1	6	1	2000
116	1	41	3	2	0	2000	201	404	NoChange	1	4	1	2000
