#subject	block	trial	condition	setsize	change	time	responses	time	Pic	prev_condition	prev_setsize	prev_change	prev_time
201	1	1	1	4	1	2000	202	1791	5	0	0	0	
201	1	2	3	2	1	2000	202	2451	1	1	4	1	2000
201	1	3	4	6	0	2000	212	1093	NoChange	3	2	1	2000
201	1	4	1	6	0	2000	212	1117	NoChange	4	6	0	2000
201	1	5	2	2	0	2000	201	619	NoChange	1	6	0	2000
201	1	6	4	4	1	2000	202	1086	1	2	2	0	2000
201	1	7	2	2	1	2000	202	1294	1	4	4	1	2000
201	1	8	3	6	0	2000	212	1142	NoChange	2	2	1	2000
201	1	9	2	2	1	2000	202	1108	2	3	6	0	2000
201	1	10	2	4	0	2000	201	675	NoChange	2	2	1	2000
201	1	11	1	6	1	2000	202	787	42	2	4	0	2000
201	1	12	4	4	0	2000	201	1135	NoChange	1	6	1	2000
201	1	13	2	6	1	2000	202	973	3	4	4	0	2000
201	1	14	3	4	1	2000	202	1018	2	2	6	1	2000
201	1	15	1	6	1	2000	202	972	61	3	4	1	2000
201	1	16	4	2	1	2000	202	1081	2	1	6	1	2000
201	1	17	1	4	0	2000	212	890	NoChange	4	2	1	2000
201	1	18	1	2	0	2000	201	706	NoChange	1	4	0	2000
201	1	19	1	2	1	2000	202	841	71	1	2	0	2000
201	1	20	3	6	0	2000	212	899	NoChange	1	2	1	2000
201	1	21	4	6	0	2000	201	626	NoChange	3	6	0	2000
201	1	22	2	4	1	2000	211	2116	4	4	6	0	2000
201	1	23	3	2	1	2000	202	2835	3	2	4	1	2000
201	1	24	3	6	1	2000	211	518	4	3	2	1	2000
201	1	25	1	6	0	2000	212	852	NoChange	3	6	1	2000
201	1	26	3	4	1	2000	211	566	5	1	6	0	2000
201	1	27	2	6	0	2000	212	1098	NoChange	3	4	1	2000
201	1	28	1	4	0	2000	201	1073	NoChange	2	6	0	2000
201	1	29	3	6	1	2000	202	834	6	1	4	0	2000
201	1	30	3	4	0	2000	212	860	NoChange	3	6	1	2000
201	1	31	4	6	1	2000	202	829	3	3	4	0	2000
201	1	32	2	6	1	2000	211	1048	5	4	6	1	2000
201	1	33	3	4	0	2000	201	418	NoChange	2	6	1	2000
201	1	34	4	4	0	2000	201	420	NoChange	3	4	0	2000
201	1	35	1	2	1	2000	202	854	141	4	4	0	2000
201	1	36	4	4	1	2000	202	943	4	1	2	1	2000
201	1	37	2	6	0	2000	201	1613	NoChange	4	4	1	2000
201	1	38	3	2	0	2000	201	545	NoChange	2	6	0	2000
201	1	39	4	2	0	2000	201	519	NoChange	3	2	0	2000
201	1	40	2	2	0	2000	201	429	NoChange	4	2	0	2000
201	1	41	4	2	0	2000	201	655	NoChange	2	2	0	2000
201	1	42	4	2	1	2000	202	865	5	4	2	0	2000
201	1	43	1	2	0	2000	201	722	NoChange	4	2	1	2000
201	1	44	3	2	0	2000	201	576	NoChange	1	2	0	2000
201	1	45	1	4	1	2000	202	821	168	3	2	0	2000
201	1	46	2	4	1	2000	211	1231	6	1	4	1	2000
201	1	47	4	6	1	2000	202	1242	6	2	4	1	2000
201	1	48	2	4	0	2000	201	900	NoChange	4	6	1	2000
201	2	1	3	2	0	2000	201	603	NoChange	0	0	0	
201	2	2	3	4	0	2000	201	695	NoChange	3	2	0	2000
201	2	3	4	4	0	2000	212	1086	NoChange	3	4	0	2000
201	2	4	1	4	0	2000	201	838	NoChange	4	4	0	2000
201	2	5	2	6	0	2000	201	400	NoChange	1	4	0	2000
201	2	6	2	4	1	2000	211	627	7	2	6	0	2000
201	2	7	3	4	0	2000	201	582	NoChange	2	4	1	2000
201	2	8	1	2	0	2000	201	553	NoChange	3	4	0	2000
201	2	9	3	6	0	2000	201	695	NoChange	1	2	0	2000
201	2	10	1	6	1	2000	202	814	222	3	6	0	2000
201	2	11	2	6	1	2000	202	1026	8	1	6	1	2000
201	2	12	4	2	0	2000	201	476	NoChange	2	6	1	2000
201	2	13	4	4	1	2000	202	765	7	4	2	0	2000
201	2	14	3	4	1	2000	202	1346	7	4	4	1	2000
201	2	15	1	2	1	2000	202	600	238	3	4	1	2000
201	2	16	4	4	0	2000	201	483	NoChange	1	2	1	2000
201	2	17	3	6	0	2000	201	459	NoChange	4	4	0	2000
201	2	18	2	2	0	2000	201	1300	NoChange	3	6	0	2000
201	2	19	2	4	0	2000	201	683	NoChange	2	2	0	2000
201	2	20	4	2	1	2000	202	731	8	2	4	0	2000
201	2	21	2	6	0	2000	212	1193	NoChange	4	2	1	2000
201	2	22	4	2	1	2000	211	782	9	2	6	0	2000
201	2	23	3	4	1	2000	202	1042	8	4	2	1	2000
201	2	24	1	4	0	2000	212	756	NoChange	3	4	1	2000
201	2	25	4	6	0	2000	212	913	NoChange	1	4	0	2000
201	2	26	2	4	1	2000	202	656	9	4	6	0	2000
201	2	27	3	6	1	2000	202	641	9	2	4	1	2000
201	2	28	4	6	1	2000	202	883	10	3	6	1	2000
201	2	29	4	2	0	2000	201	539	NoChange	4	6	1	2000
201	2	30	1	6	1	2000	202	801	297	4	2	0	2000
201	2	31	3	2	1	2000	202	1108	10	1	6	1	2000
201	2	32	4	6	0	2000	212	819	NoChange	3	2	1	2000
201	2	33	1	6	0	2000	201	462	NoChange	4	6	0	2000
201	2	34	1	6	0	2000	201	383	NoChange	1	6	0	2000
201	2	35	1	2	0	2000	201	706	NoChange	1	6	0	2000
201	2	36	3	2	1	2000	211	618	11	1	2	0	2000
201	2	37	4	6	1	2000	202	692	11	3	2	1	2000
201	2	38	1	2	1	2000	202	1244	327	4	6	1	2000
201	2	39	2	2	1	2000	202	966	10	1	2	1	2000
201	2	40	1	4	1	2000	202	674	333	2	2	1	2000
201	2	41	3	6	1	2000	202	620	12	1	4	1	2000
201	2	42	2	6	1	2000	202	510	11	3	6	1	2000
201	2	43	1	4	1	2000	202	1165	348	2	6	1	2000
201	2	44	2	2	0	2000	201	738	NoChange	1	4	1	2000
201	2	45	2	4	0	2000	201	448	NoChange	2	2	0	2000
201	2	46	3	2	0	2000	201	521	NoChange	2	4	0	2000
201	2	47	2	2	1	2000	211	1776	12	3	2	0	2000
201	2	48	4	4	1	2000	202	637	12	2	2	1	2000
201	3	1	2	4	0	2000	201	918	NoChange	0	0	0	
201	3	2	2	2	1	2000	202	845	13	2	4	0	2000
201	3	3	4	4	1	2000	202	894	13	2	2	1	2000
201	3	4	4	6	1	2000	202	614	14	4	4	1	2000
201	3	5	2	4	0	2000	201	833	NoChange	4	6	1	2000
201	3	6	3	4	1	2000	202	1539	13	2	4	0	2000
201	3	7	4	4	0	2000	201	985	NoChange	3	4	1	2000
