#subject	block	trial	condition	setsize	change	time	responses	time	Pic	prev_condition	prev_setsize	prev_change	prev_time
101	1	1	3	4	0	2000	201	1035	NoChange	0	0	0	
101	1	2	1	4	1	2000	202	806	9	3	4	0	2000
101	1	3	3	4	1	2000	202	1338	1	1	4	1	2000
101	1	4	3	2	1	2000	202	1264	2	3	4	1	2000
101	1	5	3	6	1	2000	202	1151	3	3	2	1	2000
101	1	6	3	2	0	2000	201	1389	NoChange	3	6	1	2000
101	1	7	2	2	0	2000	201	1146	NoChange	3	2	0	2000
101	1	8	2	4	1	2000	202	1896	1	2	2	0	2000
101	1	9	2	4	1	2000	202	932	2	2	4	1	2000
101	1	10	3	2	1	2000	202	1432	4	2	4	1	2000
101	1	11	1	6	0	2000	201	958	NoChange	3	2	1	2000
101	1	12	4	6	0	2000	201	1465	NoChange	1	6	0	2000
101	1	13	4	6	0	2000	201	670	NoChange	4	6	0	2000
101	1	14	3	4	0	2000	201	1709	NoChange	4	6	0	2000
101	1	15	1	4	0	2000	201	671	NoChange	3	4	0	2000
101	1	16	2	2	0	2000	201	654	NoChange	1	4	0	2000
101	1	17	4	6	1	2000	202	1031	1	2	2	0	2000
101	1	18	1	6	1	2000	202	861	69	4	6	1	2000
101	1	19	2	6	0	2000	201	837	NoChange	1	6	1	2000
101	1	20	2	4	0	2000	201	739	NoChange	2	6	0	2000
101	1	21	1	2	0	2000	201	788	NoChange	2	4	0	2000
101	1	22	2	6	0	2000	201	834	NoChange	1	2	0	2000
101	1	23	4	2	1	2000	202	990	2	2	6	0	2000
101	1	24	3	6	0	2000	201	3525	NoChange	4	2	1	2000
101	1	25	4	4	0	2000	201	965	NoChange	3	6	0	2000
101	1	26	4	4	1	2000	202	1042	3	4	4	0	2000
101	1	27	3	4	1	2000	202	1317	5	4	4	1	2000
101	1	28	2	6	1	2000	202	862	3	3	4	1	2000
101	1	29	1	2	1	2000	202	830	112	2	6	1	2000
101	1	30	2	2	1	2000	202	1087	4	1	2	1	2000
101	1	31	3	6	1	2000	202	1560	6	2	2	1	2000
101	1	32	1	6	0	2000	212	1046	NoChange	3	6	1	2000
101	1	33	4	2	0	2000	201	452	NoChange	1	6	0	2000
101	1	34	4	4	1	2000	202	814	4	4	2	0	2000
101	1	35	1	4	0	2000	201	811	NoChange	4	4	1	2000
