#subject	block	trial	condition	change	responses	time	prev_condition	prev_change	color
219	1	1	8	0	201	1077	0	0	2
219	1	2	4	0	201	797	8	0	2
219	1	3	8	1	211	1160	4	0	4
219	1	4	4	1	202	845	8	1	5
219	1	5	2	0	201	782	4	1	1
219	1	6	4	0	201	1193	2	0	8
219	1	7	4	1	202	820	4	0	1
219	1	8	8	0	201	1086	4	1	8
219	1	9	8	0	201	1325	8	0	4
219	1	10	2	0	201	939	8	0	5
219	1	11	6	0	201	841	2	0	4
219	1	12	4	0	201	874	6	0	5
219	1	13	6	1	211	1058	4	0	4
219	1	14	2	0	201	1538	6	1	5
219	1	15	6	1	202	1104	2	0	5
219	1	16	4	0	201	718	6	1	6
219	1	17	8	0	201	1284	4	0	4
219	1	18	2	1	202	963	8	0	2
219	1	19	8	1	202	1736	2	1	5
219	1	20	2	0	201	726	8	1	7
219	1	21	8	1	211	1403	2	0	5
219	1	22	8	1	211	1950	8	1	1
219	1	23	4	0	201	707	8	1	1
219	1	24	2	0	201	833	4	0	6
219	1	25	8	0	201	1227	2	0	1
219	1	26	4	1	202	972	8	0	8
219	1	27	2	1	202	1152	4	1	2
219	1	28	6	1	202	1085	2	1	3
219	1	29	8	0	212	1228	6	1	1
219	1	30	6	1	202	1326	8	0	8
219	1	31	6	1	202	996	6	1	4
219	1	32	6	0	201	704	6	1	5
219	1	33	2	0	201	1046	6	0	1
219	1	34	4	1	211	1295	2	0	5
219	1	35	8	1	202	2159	4	1	1
219	1	36	8	0	212	1316	8	1	8
219	1	37	8	1	211	1610	8	0	6
219	1	38	6	0	201	1948	8	1	3
219	1	39	8	1	202	969	6	0	2
219	1	40	6	1	202	1693	8	1	5
219	1	41	8	1	202	1085	6	1	4
219	1	42	2	1	202	1044	8	1	4
219	1	43	2	0	201	861	2	1	3
219	1	44	2	0	201	1078	2	0	3
219	1	45	2	1	202	870	2	0	4
219	1	46	4	0	201	1006	2	1	2
219	1	47	4	0	201	936	4	0	2
219	1	48	2	1	202	1197	4	0	4
219	1	49	4	1	202	1001	2	1	8
219	1	50	6	0	201	1179	4	1	1
219	1	51	6	1	202	1111	6	0	4
219	1	52	4	1	202	1918	6	1	6
219	1	53	4	1	202	996	4	1	1
219	1	54	4	0	212	1951	4	1	4
219	1	55	6	0	201	988	4	0	8
219	1	56	4	1	202	1039	6	0	8
219	1	57	6	1	202	1017	4	1	2
219	1	58	2	1	202	1075	6	1	7
219	1	59	2	1	202	699	2	1	6
219	1	60	6	0	201	2081	2	1	3
219	1	61	2	1	202	769	6	0	6
219	1	62	8	0	201	1316	2	1	4
219	1	63	6	0	201	1067	8	0	1
219	1	64	6	0	201	1026	6	0	6
219	1	65	8	0	201	1092	6	0	3
219	2	1	8	1	202	2200	0	0	4
219	2	2	6	0	201	1099	8	1	5
219	2	3	8	0	201	1289	6	0	4
219	2	4	2	1	202	681	8	0	6
219	2	5	4	1	202	1001	2	1	5
219	2	6	2	0	201	795	4	1	7
219	2	7	6	0	201	1670	2	0	5
219	2	8	8	1	202	1438	6	0	4
219	2	9	8	0	212	1448	8	1	5
219	2	10	2	0	201	1065	8	0	2
219	2	11	6	1	211	2001	2	0	6
219	2	12	6	1	202	924	6	1	7
219	2	13	6	0	212	2282	6	1	2
219	2	14	6	1	202	1170	6	0	8
219	2	15	8	0	201	1150	6	1	3
219	2	16	8	0	212	1186	8	0	3
219	2	17	6	0	201	1094	8	0	5
219	2	18	2	1	202	837	6	0	3
219	2	19	8	1	202	1022	2	1	8
219	2	20	8	1	202	1000	8	1	8
219	2	21	2	0	201	1027	8	1	2
219	2	22	8	0	201	1836	2	0	2
219	2	23	4	1	202	870	8	0	3
219	2	24	8	0	201	1150	4	1	2
219	2	25	6	1	202	1266	8	0	1
219	2	26	2	1	202	1035	6	1	2
219	2	27	2	1	202	756	2	1	1
219	2	28	6	0	212	808	2	1	5
219	2	29	4	1	202	739	6	0	7
219	2	30	2	1	202	648	4	1	3
219	2	31	2	0	201	873	2	1	2
219	2	32	4	0	201	1289	2	0	2
219	2	33	8	1	202	1320	4	0	7
219	2	34	2	1	202	702	8	1	6
219	2	35	8	0	201	1053	2	1	2
