#subject	block	trial	condition	change	responses	time	prev_condition	prev_change	color
217	1	1	8	0	201	538	0	0	7
217	1	2	2	0	201	1127	8	0	8
217	1	3	4	0	201	1061	2	0	1
217	1	4	2	1	202	1245	4	0	5
217	1	5	6	0	212	1358	2	1	1
217	1	6	8	1	211	907	6	0	3
217	1	7	6	0	201	1178	8	1	3
217	1	8	6	0	201	1182	6	0	3
217	1	9	2	1	202	1641	6	0	8
217	1	10	6	1	211	1154	2	1	8
217	1	11	6	0	212	1207	6	1	6
217	1	12	4	1	202	1082	6	0	7
217	1	13	2	1	202	1593	4	1	1
217	1	14	2	0	201	884	2	1	3
217	1	15	6	1	211	1364	2	0	5
217	1	16	2	0	201	1336	6	1	1
217	1	17	8	1	202	1710	2	0	8
217	1	18	4	0	201	1069	8	1	3
217	1	19	4	1	202	1261	4	0	4
217	1	20	4	1	211	1133	4	1	8
217	1	21	2	0	201	914	4	1	8
217	1	22	2	0	212	1817	2	0	2
217	1	23	2	1	211	1147	2	0	4
217	1	24	8	0	201	1120	2	1	1
217	1	25	4	1	202	1350	8	0	6
217	1	26	8	1	211	915	4	1	6
217	1	27	8	1	211	953	8	1	3
217	1	28	2	0	201	941	8	1	5
217	1	29	8	0	201	923	2	0	5
217	1	30	8	0	212	1561	8	0	2
217	1	31	4	0	201	885	8	0	1
217	1	32	8	0	201	973	4	0	5
217	1	33	6	0	212	944	8	0	2
217	1	34	2	0	201	1190	6	0	3
217	1	35	6	0	201	1121	2	0	2
217	1	36	4	0	201	951	6	0	4
217	1	37	8	1	211	979	4	0	3
217	1	38	8	0	212	999	8	1	5
217	1	39	2	1	211	994	8	0	7
217	1	40	2	1	202	1693	2	1	2
217	1	41	8	1	211	997	2	1	6
217	1	42	6	1	202	1768	8	1	2
217	1	43	8	0	212	724	6	1	5
217	1	44	8	1	202	1442	8	0	5
217	1	45	2	1	202	875	8	1	1
217	1	46	4	1	211	1123	2	1	4
217	1	47	4	0	201	705	4	1	3
217	1	48	6	0	201	1136	4	0	5
217	1	49	6	1	211	909	6	0	6
217	1	50	6	1	202	1123	6	1	7
217	1	51	4	0	212	889	6	1	8
217	1	52	6	1	202	1448	4	0	6
217	1	53	4	1	202	1665	6	1	3
217	1	54	6	0	201	905	4	1	1
217	1	55	8	0	212	1568	6	0	1
217	1	56	6	1	211	1068	8	0	5
217	1	57	8	1	202	804	6	1	8
217	1	58	4	1	202	1630	8	1	8
217	1	59	6	1	211	1233	4	1	7
217	1	60	2	1	202	1218	6	1	8
217	1	61	4	0	201	924	2	1	2
217	1	62	4	0	201	1154	4	0	5
217	1	63	2	0	201	1382	4	0	6
217	1	64	4	1	211	1530	2	0	1
217	1	65	8	0	201	888	4	1	5
217	2	1	8	0	201	1042	0	0	7
217	2	2	8	1	202	1388	8	0	1
217	2	3	8	0	201	1111	8	1	7
217	2	4	2	0	201	749	8	0	8
217	2	5	6	1	211	1042	2	0	4
217	2	6	8	1	202	1171	6	1	7
217	2	7	8	1	211	1199	8	1	3
217	2	8	6	0	201	954	8	1	4
217	2	9	6	0	201	1254	6	0	6
217	2	10	4	1	202	1143	6	0	3
217	2	11	4	0	212	1780	4	1	4
217	2	12	2	0	201	1248	4	0	1
217	2	13	2	1	211	1257	2	0	1
217	2	14	8	0	201	1258	2	1	4
217	2	15	6	1	202	1483	8	0	4
217	2	16	8	0	212	1250	6	1	7
217	2	17	2	1	202	971	8	0	6
217	2	18	8	1	211	1006	2	1	2
217	2	19	4	0	201	913	8	1	8
217	2	20	4	0	201	1071	4	0	8
217	2	21	2	1	202	847	4	0	3
217	2	22	4	0	212	1169	2	1	4
217	2	23	8	0	201	1261	4	0	6
217	2	24	4	1	202	2141	8	0	1
217	2	25	4	1	202	1115	4	1	4
217	2	26	8	1	211	1625	4	1	7
217	2	27	6	1	202	1363	8	1	6
217	2	28	2	0	201	952	6	1	2
217	2	29	2	0	201	884	2	0	3
217	2	30	4	0	201	1003	2	0	1
217	2	31	4	1	211	1190	4	0	4
217	2	32	6	1	211	873	4	1	8
217	2	33	6	1	202	1257	6	1	8
217	2	34	6	0	201	1290	6	1	1
217	2	35	8	0	212	1377	6	0	4
217	2	36	8	0	201	2093	8	0	8
217	2	37	4	0	201	1077	8	0	4
217	2	38	8	1	202	1181	4	0	3
217	2	39	4	1	202	1473	8	1	5
217	2	40	2	1	202	969	4	1	6
217	2	41	6	1	211	1029	2	1	8
217	2	42	2	1	202	1207	6	1	4
217	2	43	6	0	201	1289	2	1	2
217	2	44	6	1	211	1337	6	0	3
217	2	45	4	0	201	1406	6	1	6
217	2	46	6	1	211	1153	4	0	8
217	2	47	4	1	202	1653	6	1	6
217	2	48	2	0	201	1158	4	1	6
217	2	49	6	0	201	1315	2	0	2
217	2	50	2	1	202	785	6	0	3
217	2	51	2	1	211	1124	2	1	4
217	2	52	2	0	201	1218	2	1	4
217	2	53	8	1	202	1268	2	0	7
217	2	54	2	0	201	924	8	1	1
217	2	55	4	1	202	1394	2	0	8
217	2	56	6	0	201	501	4	1	8
217	2	57	8	1	202	1220	6	0	1
217	2	58	2	1	202	934	8	1	6
217	2	59	4	1	211	1019	2	1	4
217	2	60	8	0	201	989	4	1	5
217	2	61	6	0	201	1544	8	0	3
217	2	62	4	0	212	1333	6	0	6
217	2	63	6	0	201	803	4	0	6
217	2	64	2	0	201	1109	6	0	8
217	2	65	8	0	201	1164	2	0	8
217	3	1	8	0	212	1158	0	0	6
217	3	2	6	0	201	826	8	0	3
217	3	3	8	1	211	980	6	0	1
217	3	4	2	0	201	848	8	1	7
217	3	5	4	1	202	1825	2	0	7
217	3	6	4	0	201	1195	4	1	7
217	3	7	6	1	211	782	4	0	3
217	3	8	4	0	201	1657	6	1	6
217	3	9	4	0	212	1570	4	0	8
217	3	10	8	1	202	1806	4	0	6
217	3	11	8	0	201	1681	8	1	7
217	3	12	6	1	202	993	8	0	6
217	3	13	8	1	202	1076	6	1	7
217	3	14	6	0	212	1348	8	1	6
217	3	15	4	1	202	1177	6	0	2
217	3	16	2	1	202	901	4	1	5
217	3	17	6	1	202	1380	2	1	3
217	3	18	6	0	201	992	6	1	6
217	3	19	4	0	201	1267	6	0	2
217	3	20	6	0	201	1235	4	0	2
217	3	21	6	1	211	1324	6	0	7
217	3	22	2	0	201	1194	6	1	6
217	3	23	6	1	202	821	2	0	6
217	3	24	6	1	211	1607	6	1	1
217	3	25	4	1	211	1146	6	1	7
217	3	26	4	1	202	951	4	1	5
