#subject	block	trial	condition	change	responses	time	prev_condition	prev_change	color
116	1	1	4	1	202	460	0	0	7
116	1	2	6	1	202	444	4	1	8
116	1	3	4	0	201	269	6	1	3
116	1	4	8	1	202	548	4	0	7
116	1	5	6	1	202	401	8	1	4
116	1	6	2	1	202	403	6	1	8
116	1	7	8	1	202	454	2	1	1
116	1	8	8	1	202	502	8	1	8
116	1	9	4	0	201	292	8	1	2
116	1	10	6	1	202	539	4	0	4
116	1	11	8	0	212	512	6	1	3
116	1	12	2	0	201	407	8	0	2
116	1	13	2	1	202	353	2	0	8
116	1	14	6	0	212	597	2	1	6
116	1	15	2	1	202	352	6	0	4
116	1	16	2	0	201	493	2	1	2
116	1	17	8	0	212	468	2	0	5
116	1	18	2	1	202	419	8	0	6
116	1	19	6	1	202	597	2	1	1
116	1	20	6	0	201	560	6	1	3
116	1	21	8	1	202	429	6	0	1
116	1	22	2	0	201	294	8	1	3
116	1	23	6	1	202	453	2	0	5
116	1	24	4	1	211	582	6	1	5
116	1	25	4	1	202	721	4	1	6
116	1	26	8	1	202	902	4	1	7
116	1	27	8	0	212	941	8	1	4
116	1	28	6	1	202	786	8	0	8
116	1	29	6	1	202	501	6	1	5
116	1	30	8	1	211	428	6	1	6
116	1	31	4	1	202	477	8	1	6
116	1	32	8	0	212	717	4	1	1
116	1	33	4	1	202	867	8	0	3
116	1	34	6	0	201	611	4	1	5
116	1	35	2	0	201	485	6	0	4
116	1	36	4	0	201	852	2	0	8
116	1	37	4	0	201	1117	4	0	5
116	1	38	8	0	212	507	4	0	7
116	1	39	4	0	201	1041	8	0	2
116	1	40	4	1	202	490	4	0	1
116	1	41	2	0	201	537	4	1	8
116	1	42	6	0	201	646	2	0	3
116	1	43	4	0	201	607	6	0	1
116	1	44	2	1	202	546	4	0	8
116	1	45	4	0	201	607	2	1	3
116	1	46	6	0	201	561	4	0	6
116	1	47	8	0	212	758	6	0	1
116	1	48	8	0	201	706	8	0	8
116	1	49	8	1	202	657	8	0	6
116	1	50	6	0	201	681	8	1	8
116	1	51	6	0	201	545	6	0	5
116	1	52	4	1	202	510	6	0	2
116	1	53	2	1	202	452	4	1	2
116	1	54	8	0	212	989	2	1	4
116	1	55	6	0	212	776	8	0	5
116	1	56	6	1	202	860	6	0	4
116	1	57	2	0	201	476	6	1	5
116	1	58	8	1	202	652	2	0	6
116	1	59	2	1	202	700	8	1	6
116	1	60	2	1	202	507	2	1	1
116	1	61	4	1	202	937	2	1	8
116	1	62	4	0	201	646	4	1	8
116	1	63	2	0	201	583	4	0	6
116	1	64	2	0	201	570	2	0	2
116	1	65	4	1	202	406	2	0	8
116	2	1	6	0	212	540	0	0	5
116	2	2	8	0	212	697	6	0	6
116	2	3	4	0	201	344	8	0	2
116	2	4	8	0	201	645	4	0	8
116	2	5	2	0	201	318	8	0	6
116	2	6	2	0	201	403	2	0	7
116	2	7	8	1	202	430	2	0	7
116	2	8	4	0	201	351	8	1	4
116	2	9	4	1	202	524	4	0	3
116	2	10	4	1	202	450	4	1	4
116	2	11	6	1	202	634	4	1	7
116	2	12	8	1	202	459	6	1	8
116	2	13	6	1	202	595	8	1	8
116	2	14	6	1	202	502	6	1	5
116	2	15	4	1	202	501	6	1	5
116	2	16	2	0	201	427	4	1	8
116	2	17	2	1	202	405	2	0	3
116	2	18	4	0	201	415	2	1	2
116	2	19	4	0	201	361	4	0	3
116	2	20	8	1	202	429	4	0	5
116	2	21	2	1	202	423	8	1	6
116	2	22	4	1	202	512	2	1	4
116	2	23	4	0	201	359	4	1	2
116	2	24	6	1	202	587	4	0	1
116	2	25	4	0	201	390	6	1	6
116	2	26	2	1	202	441	4	0	2
116	2	27	8	1	202	890	2	1	7
116	2	28	8	0	201	401	8	1	5
116	2	29	6	1	202	492	8	0	2
116	2	30	6	0	212	435	6	1	5
116	2	31	4	0	212	2060	6	0	4
116	2	32	2	0	201	397	4	0	6
116	2	33	8	0	212	584	2	0	6
116	2	34	4	1	202	883	8	0	3
116	2	35	6	0	201	506	4	1	5
116	2	36	6	1	202	512	6	0	2
116	2	37	2	1	202	615	6	1	6
116	2	38	6	1	202	745	2	1	4
116	2	39	2	0	201	470	6	1	7
116	2	40	4	0	201	637	2	0	6
116	2	41	6	0	201	598	4	0	6
116	2	42	8	1	202	673	6	0	2
116	2	43	4	1	202	513	8	1	5
116	2	44	8	1	202	639	4	1	3
116	2	45	6	0	201	264	8	1	3
116	2	46	6	0	201	560	6	0	5
