#subject	block	trial	condition	change	responses	time	prev_condition	prev_change	color
112	1	1	4	0	212	1932	0	0	4
112	1	2	6	1	202	954	4	0	8
112	1	3	6	0	201	1118	6	1	8
112	1	4	2	1	202	1244	6	0	5
112	1	5	6	1	202	1118	2	1	4
112	1	6	4	0	201	1347	6	1	2
112	1	7	4	0	201	929	4	0	4
112	1	8	6	0	212	1239	4	0	2
112	1	9	2	0	201	856	6	0	2
112	1	10	8	1	202	2137	2	0	7
112	1	11	8	1	211	1606	8	1	2
112	1	12	2	1	202	1585	8	1	1
112	1	13	2	0	201	1068	2	1	6
112	1	14	8	0	201	2460	2	0	6
112	1	15	2	0	201	1165	8	0	1
112	1	16	6	1	202	1961	2	0	2
112	1	17	2	0	201	1126	6	1	8
112	1	18	6	0	201	940	2	0	4
112	1	19	6	1	202	1090	6	0	8
112	1	20	4	1	202	1137	6	1	1
112	1	21	2	1	202	862	4	1	6
112	1	22	2	1	202	1039	2	1	3
112	1	23	8	0	201	1152	2	1	7
112	1	24	4	0	201	916	8	0	4
112	1	25	2	1	202	746	4	0	1
112	1	26	8	1	202	1280	2	1	5
112	1	27	6	0	201	1047	8	1	3
112	1	28	8	0	201	1001	6	0	8
112	1	29	6	0	212	1491	8	0	2
112	1	30	4	0	201	731	6	0	4
112	1	31	8	0	201	1128	4	0	5
112	1	32	8	1	202	1534	8	0	2
112	1	33	8	0	212	1036	8	1	7
112	1	34	4	1	202	1085	8	0	3
112	1	35	8	0	201	996	4	1	5
112	1	36	6	1	202	1016	8	0	3
112	1	37	2	1	202	810	6	1	6
112	1	38	6	0	201	964	2	1	6
112	1	39	6	0	201	977	6	0	2
112	1	40	4	1	202	820	6	0	6
112	1	41	6	1	202	1174	4	1	1
112	1	42	6	1	202	986	6	1	6
112	1	43	8	0	201	757	6	1	1
112	1	44	8	0	201	1074	8	0	2
112	1	45	2	1	202	1010	8	0	5
112	1	46	4	1	202	868	2	1	7
112	1	47	4	1	202	1404	4	1	2
112	1	48	2	0	201	863	4	1	6
112	1	49	2	1	202	1632	2	0	6
112	1	50	4	0	212	1409	2	1	3
112	1	51	4	1	211	996	4	0	2
112	1	52	6	0	212	943	4	1	7
112	1	53	8	1	202	1020	6	0	3
112	1	54	6	1	202	974	8	1	1
112	1	55	8	1	202	1162	6	1	4
112	1	56	4	1	202	983	8	1	2
112	1	57	4	0	212	1242	4	1	5
112	1	58	2	0	201	883	4	0	7
112	1	59	4	1	202	1010	2	0	7
112	1	60	8	1	202	1869	4	1	1
112	1	61	2	0	201	741	8	1	3
112	1	62	2	0	201	1018	2	0	4
112	1	63	4	0	201	892	2	0	4
112	1	64	8	1	202	1067	4	0	7
112	1	65	4	0	201	803	8	1	7
112	2	1	4	0	201	940	0	0	3
112	2	2	8	0	201	1161	4	0	1
112	2	3	8	1	202	3117	8	0	4
112	2	4	2	1	202	844	8	1	3
112	2	5	8	1	202	989	2	1	7
112	2	6	8	0	201	1185	8	1	6
112	2	7	8	0	212	3172	8	0	2
112	2	8	6	1	202	1009	8	0	7
112	2	9	4	0	201	715	6	1	3
112	2	10	4	0	201	801	4	0	8
112	2	11	2	0	201	683	4	0	4
112	2	12	8	0	201	771	2	0	5
112	2	13	2	1	202	958	8	0	1
112	2	14	2	0	201	771	2	1	6
112	2	15	8	1	202	1103	2	0	6
112	2	16	8	1	202	837	8	1	7
112	2	17	2	0	201	1158	8	1	3
112	2	18	4	1	202	779	2	0	1
112	2	19	4	1	202	1063	4	1	6
112	2	20	2	1	202	1023	4	1	2
112	2	21	8	0	212	2073	2	1	5
112	2	22	2	0	201	986	8	0	8
112	2	23	6	1	202	861	2	0	7
112	2	24	2	0	201	933	6	1	3
112	2	25	2	0	201	971	2	0	4
112	2	26	6	0	212	1815	2	0	8
112	2	27	4	1	202	1273	6	0	8
112	2	28	8	0	212	1529	4	1	1
112	2	29	6	0	212	1199	8	0	2
112	2	30	6	0	212	1370	6	0	3
112	2	31	8	0	201	726	6	0	4
112	2	32	4	1	202	1107	8	0	5
112	2	33	6	0	212	978	4	1	4
112	2	34	4	0	201	654	6	0	8
112	2	35	6	0	201	942	4	0	4
112	2	36	2	1	202	1091	6	0	3
112	2	37	6	1	211	1123	2	1	2
112	2	38	2	1	202	1665	6	1	7
112	2	39	6	0	201	697	2	1	5
112	2	40	2	0	201	704	6	0	2
112	2	41	4	0	201	1030	2	0	5
112	2	42	4	1	202	1024	4	0	5
112	2	43	4	0	201	1002	4	1	2
112	2	44	2	1	202	1765	4	0	7
112	2	45	2	1	202	1033	2	1	2
112	2	46	4	1	202	1146	2	1	3
112	2	47	6	1	202	856	4	1	1
112	2	48	6	1	202	1288	6	1	6
112	2	49	6	0	201	711	6	1	1
112	2	50	6	1	202	998	6	0	5
112	2	51	8	1	202	841	6	1	6
112	2	52	4	0	201	794	8	1	4
112	2	53	6	1	202	973	4	0	8
112	2	54	8	0	212	905	6	1	5
112	2	55	4	0	201	856	8	0	3
112	2	56	8	1	211	1512	4	0	4
112	2	57	6	1	202	1207	8	1	6
112	2	58	4	1	202	1202	6	1	4
112	2	59	8	1	202	1132	4	1	5
112	2	60	6	0	201	1114	8	1	7
112	2	61	8	1	202	752	6	0	5
112	2	62	4	1	202	917	8	1	6
112	2	63	2	0	201	811	4	1	4
112	2	64	2	1	202	741	2	0	7
112	2	65	4	0	201	818	2	1	8
112	3	1	2	1	202	835	0	0	6
112	3	2	8	0	201	772	2	1	6
112	3	3	2	1	202	832	8	0	3
112	3	4	4	0	212	1081	2	1	1
112	3	5	6	1	211	833	4	0	1
112	3	6	2	0	201	738	6	1	2
112	3	7	8	0	212	1495	2	0	2
112	3	8	4	0	201	943	8	0	7
112	3	9	2	0	201	684	4	0	5
112	3	10	4	0	201	795	2	0	1
112	3	11	8	0	212	1710	4	0	1
112	3	12	6	0	201	685	8	0	6
112	3	13	8	1	202	1068	6	0	8
112	3	14	6	1	202	964	8	1	2
112	3	15	6	1	202	1201	6	1	1
112	3	16	6	0	201	1227	6	1	1
112	3	17	4	0	201	1525	6	0	7
112	3	18	4	0	201	2211	4	0	2
112	3	19	2	1	202	1207	4	0	8
112	3	20	4	1	211	3113	2	1	5
112	3	21	2	0	201	817	4	1	2
112	3	22	4	1	202	986	2	0	3
112	3	23	2	1	202	1078	4	1	8
112	3	24	6	0	212	1070	2	1	1
112	3	25	8	0	212	2261	6	0	8
112	3	26	4	1	202	943	8	0	8
112	3	27	8	0	212	1124	4	1	1
112	3	28	8	0	212	1026	8	0	5
112	3	29	8	1	202	3092	8	0	1
112	3	30	6	0	201	740	8	1	5
112	3	31	6	1	202	1009	6	0	2
112	3	32	4	0	201	787	6	1	5
112	3	33	4	1	202	846	4	0	1
112	3	34	4	1	202	872	4	1	6
112	3	35	8	1	202	2207	4	1	1
112	3	36	4	1	202	947	8	1	6
112	3	37	4	0	212	1360	4	1	1
112	3	38	8	1	202	916	4	0	4
112	3	39	8	1	202	1394	8	1	5
112	3	40	8	0	212	1374	8	1	8
112	3	41	6	1	202	1162	8	0	3
112	3	42	2	1	202	798	6	1	1
112	3	43	8	1	211	1465	2	1	1
112	3	44	2	1	202	713	8	1	6
112	3	45	2	1	202	1207	2	1	2
112	3	46	2	0	201	1378	2	1	1
112	3	47	8	1	202	1446	2	0	1
112	3	48	2	0	201	983	8	1	4
112	3	49	6	0	201	795	2	0	3
112	3	50	6	0	201	838	6	0	8
112	3	51	2	0	201	631	6	0	8
112	3	52	2	0	201	705	2	0	3
112	3	53	6	1	211	1151	2	0	3
112	3	54	8	1	202	940	6	1	7
112	3	55	4	0	201	1145	8	1	1
112	3	56	6	0	201	734	4	0	8
112	3	57	4	1	202	955	6	0	1
112	3	58	6	0	212	1624	4	1	2
112	3	59	2	1	202	850	6	0	7
112	3	60	6	1	202	1483	2	1	3
112	3	61	4	1	202	754	6	1	2
112	3	62	6	1	202	1519	4	1	6
112	3	63	8	0	212	813	6	1	5
112	3	64	2	0	201	703	8	0	4
112	3	65	2	1	202	742	2	0	3
112	4	1	6	1	202	988	0	0	5
112	4	2	4	0	201	712	6	1	6
112	4	3	8	1	211	734	4	0	4
112	4	4	6	0	212	1379	8	1	4
112	4	5	4	1	202	815	6	0	2
112	4	6	4	1	202	793	4	1	7
112	4	7	8	1	202	1340	4	1	4
112	4	8	8	1	202	690	8	1	1
112	4	9	4	1	202	913	8	1	2
112	4	10	2	0	201	495	4	1	8
112	4	11	8	1	202	966	2	0	8
112	4	12	2	1	202	1098	8	1	7
112	4	13	2	1	202	825	2	1	1
112	4	14	8	0	201	635	2	1	5
112	4	15	4	0	201	1860	8	0	2
112	4	16	4	1	202	1885	4	0	3
112	4	17	4	0	201	748	4	1	3
112	4	18	4	0	201	777	4	0	5
112	4	19	2	0	201	916	4	0	5
112	4	20	2	1	202	666	2	0	5
112	4	21	4	0	201	642	2	1	5
112	4	22	6	0	201	707	4	0	6
112	4	23	2	0	201	786	6	0	8
112	4	24	4	1	202	773	2	0	8
112	4	25	8	0	212	1193	4	1	1
112	4	26	2	0	201	604	8	0	8
112	4	27	2	0	201	1206	2	0	3
112	4	28	4	0	212	713	2	0	2
112	4	29	2	1	202	791	4	0	5
112	4	30	4	1	202	1795	2	1	5
112	4	31	2	1	202	678	4	1	7
112	4	32	8	1	202	1414	2	1	5
112	4	33	4	0	201	577	8	1	5
112	4	34	6	1	202	1292	4	0	8
112	4	35	6	0	201	884	6	1	4
112	4	36	8	0	212	803	6	0	5
112	4	37	2	1	202	885	8	0	7
112	4	38	6	0	201	797	2	1	4
112	4	39	6	0	201	592	6	0	8
112	4	40	4	0	212	2107	6	0	7
112	4	41	8	0	201	930	4	0	5
112	4	42	4	1	202	1104	8	0	4
112	4	43	6	0	212	2062	4	1	3
112	4	44	6	1	202	1175	6	0	3
112	4	45	4	1	202	763	6	1	3
112	4	46	6	1	202	656	4	1	8
112	4	47	6	1	202	776	6	1	8
112	4	48	8	1	202	700	6	1	7
112	4	49	8	0	201	938	8	1	8
112	4	50	6	1	211	1064	8	0	4
112	4	51	2	0	201	1528	6	1	6
112	4	52	6	0	212	1638	2	0	3
112	4	53	2	1	202	832	6	0	4
112	4	54	2	0	201	705	2	1	4
112	4	55	6	1	202	1151	2	0	3
112	4	56	2	1	202	980	6	1	2
112	4	57	6	1	202	1424	2	1	2
112	4	58	8	0	201	954	6	1	4
112	4	59	8	1	202	1022	8	0	3
112	4	60	2	0	201	1544	8	1	3
112	4	61	8	0	212	1278	2	0	5
112	4	62	8	0	212	1510	8	0	7
112	4	63	6	0	201	1005	8	0	5
112	4	64	8	1	202	1367	6	0	3
112	4	65	6	1	202	1131	8	1	1
