#subject	block	trial	condition	change	responses	time	prev_condition	prev_change	color
204	1	1	4	0	212	760	0	0	8
204	1	2	8	1	202	604	4	0	4
204	1	3	2	0	201	591	8	1	1
204	1	4	2	0	201	562	2	0	8
204	1	5	4	0	212	686	2	0	3
204	1	6	6	0	212	637	4	0	2
204	1	7	6	0	212	1054	6	0	2
204	1	8	8	1	202	1031	6	0	5
204	1	9	8	0	212	833	8	1	2
204	1	10	6	0	201	962	8	0	5
204	1	11	2	1	202	639	6	0	8
204	1	12	6	0	212	840	2	1	2
204	1	13	8	0	201	1881	6	0	4
204	1	14	4	0	201	625	8	0	1
204	1	15	2	1	202	539	4	0	7
204	1	16	4	1	202	664	2	1	6
204	1	17	8	0	212	680	4	1	8
204	1	18	6	1	202	888	8	0	4
204	1	19	2	0	201	751	6	1	5
204	1	20	6	0	201	764	2	0	5
204	1	21	2	0	201	560	6	0	6
204	1	22	8	1	202	525	2	0	6
204	1	23	4	1	211	1154	8	1	2
204	1	24	6	0	201	695	4	1	4
204	1	25	6	1	202	718	6	0	8
204	1	26	6	1	202	1724	6	1	2
204	1	27	8	1	202	722	6	1	2
204	1	28	4	0	201	1080	8	1	6
204	1	29	2	0	201	656	4	0	8
204	1	30	2	1	202	568	2	0	7
204	1	31	8	0	212	684	2	1	5
204	1	32	2	0	201	587	8	0	6
204	1	33	8	0	212	750	2	0	2
204	1	34	8	0	201	1219	8	0	7
204	1	35	4	1	202	621	8	0	7
204	1	36	8	1	202	878	4	1	7
204	1	37	6	1	202	606	8	1	5
204	1	38	8	0	201	1193	6	1	4
204	1	39	2	1	202	452	8	0	1
204	1	40	6	1	202	796	2	1	1
204	1	41	2	1	202	559	6	1	4
204	1	42	2	0	201	892	2	1	3
204	1	43	4	1	202	755	2	0	2
204	1	44	6	1	202	584	4	1	3
204	1	45	6	0	212	779	6	1	5
204	1	46	4	0	201	766	6	0	3
204	1	47	8	0	201	1682	4	0	4
204	1	48	8	1	202	634	8	0	4
204	1	49	6	0	212	491	8	1	5
204	1	50	4	1	202	682	6	0	7
204	1	51	2	0	201	457	4	1	8
204	1	52	6	1	202	521	2	0	8
204	1	53	4	0	212	663	6	1	1
204	1	54	4	1	202	767	4	0	1
204	1	55	4	1	202	699	4	1	3
204	1	56	2	1	202	554	4	1	8
204	1	57	8	1	202	758	2	1	6
204	1	58	8	1	202	715	8	1	2
204	1	59	2	1	202	633	8	1	3
204	1	60	2	1	202	450	2	1	4
204	1	61	4	0	212	1378	2	1	8
204	1	62	4	0	201	775	4	0	6
204	1	63	6	1	202	810	4	0	5
204	1	64	4	1	202	533	6	1	6
204	1	65	4	0	201	842	4	1	1
204	2	1	8	0	212	743	0	0	8
204	2	2	6	1	202	796	8	0	5
204	2	3	6	0	212	640	6	1	7
204	2	4	4	1	202	1321	6	0	5
204	2	5	2	1	202	679	4	1	1
204	2	6	8	1	211	774	2	1	4
204	2	7	2	1	202	482	8	1	4
204	2	8	2	1	202	481	2	1	6
204	2	9	4	0	212	761	2	1	5
204	2	10	6	1	202	541	4	0	8
204	2	11	8	1	202	707	6	1	1
204	2	12	4	1	211	2865	8	1	7
204	2	13	6	1	202	930	4	1	5
204	2	14	4	0	201	847	6	1	1
204	2	15	2	1	202	593	4	0	7
204	2	16	6	0	212	1052	2	1	5
204	2	17	4	0	201	804	6	0	6
204	2	18	6	0	212	1199	4	0	7
204	2	19	8	1	202	1065	6	0	7
204	2	20	4	0	201	825	8	1	1
204	2	21	8	0	201	987	4	0	7
204	2	22	4	1	211	742	8	0	2
204	2	23	8	1	202	716	4	1	1
204	2	24	6	0	212	601	8	1	2
204	2	25	6	1	202	772	6	0	5
204	2	26	2	1	202	520	6	1	4
204	2	27	2	0	201	621	2	1	6
204	2	28	6	1	202	695	2	0	1
204	2	29	4	1	211	4150	6	1	6
204	2	30	2	0	201	636	4	1	3
204	2	31	8	1	202	749	2	0	5
204	2	32	6	1	202	569	8	1	5
204	2	33	8	0	212	581	6	1	2
204	2	34	8	1	202	849	8	0	1
204	2	35	8	1	202	849	8	1	1
204	2	36	2	0	201	706	8	1	7
204	2	37	4	1	202	544	2	0	8
204	2	38	4	1	202	1317	4	1	5
204	2	39	6	0	212	1004	4	1	8
