#subject	block	trial	condition	change	responses	time	prev_condition	prev_change	color
113	1	1	2	1	202	419	0	0	7
113	1	2	8	1	202	588	2	1	1
113	1	3	2	0	201	399	8	1	3
113	1	4	6	0	212	826	2	0	7
113	1	5	2	1	202	603	6	0	3
113	1	6	4	1	202	822	2	1	4
113	1	7	6	0	201	728	4	1	2
113	1	8	8	0	212	854	6	0	8
113	1	9	4	0	201	854	8	0	3
113	1	10	6	0	201	582	4	0	3
113	1	11	4	1	202	1018	6	0	6
113	1	12	8	1	202	763	4	1	6
113	1	13	4	1	202	736	8	1	8
113	1	14	4	1	211	557	4	1	1
113	1	15	8	0	212	825	4	1	4
113	1	16	2	1	202	499	8	0	4
113	1	17	8	0	212	738	2	1	5
113	1	18	8	1	202	703	8	0	3
113	1	19	6	0	201	429	8	1	4
113	1	20	6	0	201	599	6	0	1
113	1	21	2	0	201	377	6	0	8
113	1	22	6	1	202	597	2	0	3
113	1	23	4	0	201	728	6	1	1
113	1	24	4	0	201	366	4	0	4
113	1	25	4	1	211	441	4	0	4
113	1	26	2	1	202	626	4	1	7
113	1	27	6	0	212	684	2	1	7
113	1	28	4	0	201	883	6	0	3
113	1	29	6	1	202	1227	4	0	1
113	1	30	4	1	202	749	6	1	6
113	1	31	6	1	202	769	4	1	7
113	1	32	6	1	202	597	6	1	7
113	1	33	8	1	202	584	6	1	7
113	1	34	6	1	202	1091	8	1	5
113	1	35	6	0	212	762	6	1	2
113	1	36	8	1	202	767	6	0	4
113	1	37	2	1	202	659	8	1	5
113	1	38	2	1	202	539	2	1	4
113	1	39	2	0	201	560	2	1	8
113	1	40	4	1	202	1012	2	0	8
113	1	41	2	0	201	607	4	1	7
113	1	42	4	0	201	657	2	0	8
113	1	43	8	0	212	794	4	0	7
113	1	44	6	0	201	1301	8	0	6
113	1	45	6	1	202	924	6	0	2
113	1	46	2	1	202	401	6	1	6
113	1	47	4	0	212	756	2	1	6
113	1	48	2	1	202	560	4	0	7
113	1	49	6	1	202	717	2	1	4
113	1	50	2	0	201	1058	6	1	7
113	1	51	2	0	201	523	2	0	8
113	1	52	8	1	202	529	2	0	2
113	1	53	8	1	202	854	8	1	8
113	1	54	4	0	201	671	8	1	4
113	1	55	2	0	201	439	4	0	8
113	1	56	8	0	212	952	2	0	1
113	1	57	8	0	212	972	8	0	5
113	1	58	4	1	202	592	8	0	1
113	1	59	4	0	201	603	4	1	6
113	1	60	8	1	202	1678	4	0	5
113	1	61	8	0	212	966	8	1	8
113	1	62	6	1	202	1018	8	0	1
113	1	63	8	0	201	924	6	1	3
113	1	64	2	0	201	434	8	0	4
113	1	65	2	1	202	435	2	0	2
113	2	1	2	1	202	344	0	0	5
