#subject	block	trial	condition	change	responses	time	prev_condition	prev_change	color
202	1	1	8	0	212	809	0	0	8
202	1	2	6	1	202	827	8	0	8
202	1	3	2	0	201	757	6	1	4
202	1	4	8	0	212	953	2	0	1
202	1	5	2	0	201	982	8	0	1
202	1	6	2	0	201	537	2	0	6
202	1	7	4	1	202	878	2	0	4
202	1	8	4	0	201	638	4	1	5
202	1	9	8	1	202	999	4	0	2
202	1	10	2	0	201	690	8	1	2
202	1	11	8	1	202	897	2	0	7
202	1	12	6	1	202	1064	8	1	8
202	1	13	4	0	201	713	6	1	4
202	1	14	4	1	202	1151	4	0	2
202	1	15	4	1	202	908	4	1	6
202	1	16	8	1	202	1026	4	1	7
202	1	17	2	1	202	1124	8	1	1
202	1	18	4	1	202	986	2	1	6
202	1	19	6	0	212	1421	4	1	8
202	1	20	4	1	202	1367	6	0	3
202	1	21	8	0	201	1379	4	1	8
202	1	22	4	1	202	903	8	0	4
202	1	23	2	1	202	838	4	1	5
202	1	24	2	0	201	1055	2	1	3
202	1	25	6	1	211	1104	2	0	4
202	1	26	8	0	212	1174	6	1	5
202	1	27	8	0	212	1554	8	0	2
202	1	28	2	1	202	751	8	0	3
202	1	29	6	1	202	1651	2	1	2
202	1	30	6	0	212	1332	6	1	7
202	1	31	6	0	212	1602	6	0	8
202	1	32	8	0	201	1029	6	0	8
202	1	33	8	1	211	3702	8	0	8
202	1	34	4	1	202	806	8	1	3
202	1	35	6	1	202	1320	4	1	7
202	1	36	6	1	202	1134	6	1	5
202	1	37	8	1	202	812	6	1	5
202	1	38	6	0	212	1806	8	1	1
202	1	39	4	0	201	1297	6	0	6
202	1	40	6	1	202	1072	4	0	2
202	1	41	4	1	202	712	6	1	1
202	1	42	2	0	201	735	4	1	4
202	1	43	6	0	212	1292	2	0	7
202	1	44	6	1	211	1171	6	0	6
202	1	45	2	1	202	663	6	1	1
202	1	46	2	1	202	824	2	1	6
202	1	47	8	0	212	842	2	1	2
202	1	48	4	0	201	1323	8	0	4
202	1	49	8	0	212	905	4	0	8
202	1	50	6	0	212	903	8	0	8
202	1	51	2	0	201	846	6	0	1
202	1	52	2	1	202	679	2	0	5
202	1	53	6	0	212	791	2	1	1
202	1	54	8	1	202	882	6	0	6
202	1	55	8	1	202	1193	8	1	1
202	1	56	4	0	201	828	8	1	1
202	1	57	2	1	202	710	4	0	6
202	1	58	4	0	212	693	2	1	5
202	1	59	4	0	201	996	4	0	6
202	1	60	2	0	212	2511	4	0	7
202	1	61	4	0	212	1326	2	0	3
202	1	62	6	0	212	1324	4	0	4
202	1	63	2	1	202	890	6	0	3
202	1	64	8	1	202	969	2	1	4
202	1	65	8	0	212	957	8	1	6
202	2	1	8	1	202	812	0	0	7
202	2	2	8	1	202	1103	8	1	1
202	2	3	8	0	212	797	8	1	8
202	2	4	2	1	202	904	8	0	5
202	2	5	2	0	201	879	2	1	1
202	2	6	2	0	201	759	2	0	3
202	2	7	8	0	212	923	2	0	7
202	2	8	4	0	201	1633	8	0	6
202	2	9	6	0	201	1083	4	0	2
202	2	10	6	0	201	858	6	0	2
202	2	11	8	1	202	1234	6	0	6
202	2	12	2	0	201	1148	8	1	2
202	2	13	4	0	201	1297	2	0	5
202	2	14	2	1	202	840	4	0	3
202	2	15	2	1	202	881	2	1	2
202	2	16	8	0	201	1249	2	1	4
202	2	17	4	1	202	1009	8	0	8
202	2	18	8	0	201	1468	4	1	5
202	2	19	8	1	202	1796	8	0	8
202	2	20	4	0	201	759	8	1	3
202	2	21	4	0	201	588	4	0	5
202	2	22	8	0	212	1415	4	0	1
202	2	23	8	0	201	1289	8	0	4
202	2	24	6	1	202	800	8	0	7
202	2	25	6	1	202	1411	6	1	7
202	2	26	8	0	212	2078	6	1	3
202	2	27	2	0	201	1030	8	0	4
202	2	28	6	0	212	1248	2	0	6
202	2	29	2	1	202	849	6	0	4
202	2	30	6	1	202	770	2	1	7
202	2	31	2	0	201	1374	6	1	6
202	2	32	2	1	202	1009	2	0	3
202	2	33	4	1	202	1396	2	1	2
202	2	34	4	0	201	847	4	1	1
202	2	35	4	1	202	1729	4	0	7
202	2	36	4	1	202	775	4	1	8
202	2	37	6	0	201	619	4	1	1
202	2	38	8	0	201	572	6	0	1
202	2	39	6	0	212	1264	8	0	2
202	2	40	2	0	201	673	6	0	2
202	2	41	8	1	202	1521	2	0	6
202	2	42	4	1	202	1159	8	1	6
202	2	43	6	1	202	1427	4	1	6
202	2	44	4	0	201	1197	6	1	7
202	2	45	6	1	202	929	4	0	2
202	2	46	4	1	202	911	6	1	4
202	2	47	8	1	202	1141	4	1	1
202	2	48	6	1	211	1162	8	1	1
202	2	49	6	0	212	1239	6	1	5
202	2	50	6	1	202	776	6	0	3
202	2	51	8	1	202	956	6	1	8
202	2	52	6	0	212	817	8	1	4
202	2	53	4	1	202	738	6	0	3
202	2	54	2	0	201	824	4	1	4
202	2	55	6	1	202	745	2	0	2
202	2	56	2	1	202	735	6	1	5
202	2	57	6	0	212	1252	2	1	7
202	2	58	4	0	201	1356	6	0	5
202	2	59	2	0	201	857	4	0	6
202	2	60	4	1	202	1002	2	0	2
202	2	61	2	1	202	668	4	1	7
202	2	62	4	0	212	908	2	1	1
202	2	63	8	1	202	1146	4	0	4
202	2	64	2	1	202	1000	8	1	4
202	2	65	8	1	202	1018	2	1	7
202	3	1	4	1	202	956	0	0	1
202	3	2	8	1	202	888	4	1	5
202	3	3	2	0	201	1208	8	1	6
202	3	4	8	1	202	1338	2	0	3
202	3	5	6	0	212	1232	8	1	7
202	3	6	6	1	202	737	6	0	8
202	3	7	2	0	201	918	6	1	4
202	3	8	6	1	202	884	2	0	5
202	3	9	4	0	201	883	6	1	4
202	3	10	2	0	201	1202	4	0	8
202	3	11	6	0	201	1005	2	0	2
202	3	12	2	0	201	1135	6	0	6
202	3	13	8	0	212	1357	2	0	6
202	3	14	4	1	202	1177	8	0	1
202	3	15	4	1	202	1413	4	1	6
202	3	16	6	0	201	1408	4	1	6
202	3	17	4	1	202	1331	6	0	6
202	3	18	2	0	201	713	4	1	5
202	3	19	2	0	201	847	2	0	7
202	3	20	2	1	202	785	2	0	5
202	3	21	2	1	202	1164	2	1	1
202	3	22	6	0	212	1272	2	1	3
202	3	23	8	1	202	1184	6	0	7
202	3	24	8	0	212	1420	8	1	3
202	3	25	6	1	202	1566	8	0	1
202	3	26	6	1	202	1130	6	1	4
202	3	27	8	1	202	1504	6	1	8
202	3	28	4	0	201	1454	8	1	2
202	3	29	6	1	202	719	4	0	8
202	3	30	2	1	202	781	6	1	1
202	3	31	4	0	201	849	2	1	4
202	3	32	2	1	202	857	4	0	3
202	3	33	8	0	212	986	2	1	7
202	3	34	2	0	201	757	8	0	3
202	3	35	4	0	212	1570	2	0	4
202	3	36	4	1	202	1062	4	0	4
202	3	37	2	1	211	926	4	1	3
202	3	38	6	1	202	948	2	1	1
202	3	39	6	0	212	1105	6	1	2
202	3	40	2	1	202	968	6	0	4
202	3	41	4	1	202	1516	2	1	6
202	3	42	6	1	202	802	4	1	4
202	3	43	8	0	212	1148	6	1	2
202	3	44	8	0	212	1081	8	0	7
